aaaa   日照時間
oipyjh 代課教師
oipykh 代課老師
oipyme 代議政治
oipyob 代謝作用
oipzmg 代之而起
oiqhmm 俯衝而下
oiqolo 俯仰由人
oiqoop 俯仰無愧
oiqoza 俯仰之間
oiqqay 俯拾即是
oiqqpy 俯拾皆是
oiqths 俯首稱臣
oiqtls 俯首帖耳
oiqtyc 俯首認錯
oiqtyh 俯首就範
oiqtyw 俯首認罪
oireew 倉海桑田
oirgjo 倉頡輸入
oiso   人為刀俎
oith   人為萬物
oitp   人神共憤
oiwq   人為因素
ojao   人事關係
ojbm   人定勝天
ojcfj  什錦炒麵
ojgo   人窮志短
ojhm   人事管理
ojhm   人事行政
ojiao  什麼時候
ojidm  什麼東西
ojjf   人事資料
ojigy  什麼地方
ojijp  什麼事情
ojimw  什麼原因
ojitt  什麼花樣
ojjq   人事安排
ojkgto 仗勢欺人
ojktgy 仗義執言
ojktnb 仗義疏財
ojlb   人事鬥爭
ojly   人事複雜
ojmaey 值得注意
ojmamq 值得一提
ojmamq 值得一看
ojmams 值星班長
ojmasj 值得研究
ojmh   人事政策
ojnf   人事不省
ojnk   人事不知
ojnm   人事不醒
ojoaa  午飯時間
ojol   人事全非
ojoy   人事代謝
ojpl   人事皆非
ojqchj 傳頌千古
ojqcma 傳頌一時
ojqcoh 傳說人物
ojqdog 傳來傳去
ojqfzj 傳家之寶
ojqgol 傳熱係數
ojqhhx 傳動系統
ojqhvw 傳動裝置
ojqiow 傳為佳話
ojqity 傳為美談
ojqjal 傳真照片
ojqjmg 傳真電報
ojqjqo 傳宗接代
ojqjrs 傳真號碼
ojqknb 傳奇色彩
ojqoix 傳入神經
ojqpzy 傳情達意
ojqqky 傳授知識
ojqquh 傳播學系
ojqqvb 傳播媒體
ojqqvo 傳播媒介
ojqxha 傳統節日
ojqxjy 傳統教育
ojqxnh 傳統名稱
ojqxth 傳統美德
ojqxto 傳統觀念
ojqxyo 傳統市集
ojqxyo 傳統文化
ojqyma 傳誦一時
ojqyyu 傳記文學
ojqzme 傳導電流
ojqzud 傳達出來
ojrynr 估計不足
ojsx   人事改組
ojvttf 氨基塑料
ojwh   人事異動
ojxz   人事變遷
ojba   人事部門
ojyaa  午餐時間
ojypj  午夜快車
ojytm  午夜驚魂
ojyuc  午夜凶鈴
okan   人有旦夕
okbca  使用說明
okbdzm 矯枉過正
okbgo  使用壽命
okbhw  使用範圍
okbhx  使用系統
okbmnh 矯形外科
okbmsq 矯形醫生
okboo  使用價值
okbqb  使用手冊
okbqq  使用手扣
okbqzo 矯扭造作
okbqzo 矯揉造作
okbye  使用方法
okbzko 佈道大會
okee   人在江湖
okee   人頭湧湧
okfaww 繁星點點
okffai 繁榮昌盛
okffhj 繁榮穩定
okfmol 繁殖係數
okftoc 繁花似錦
okftpw 繁華世界
okfyxh 繁文縟節
okgihs 雉求牡匹
okgnh  矢志不移
okhk   人力物力
okje   人力資源
okik   人有我有
okjm   人頭支票
okmh   人存政舉
okmt   人老珠黃
oknr   人力不足
okobbp 俠骨丹心
okoek  使他沒有
okohf  使他射精
okoig  使人感到
okoq   人大代表
okotfi 俠義精神
okoy   人在何方
okoy   人在何處
okpbha 悠然自得
okpjoj 悠哉悠哉
okpopp 悠悠忽忽
okpott 悠悠蕩蕩
okqs   人大招忌
okqu   人猿泰山
okrago 倚門賣俏
okrbib 倚多為勝
okrdip 倚賴成性
okrkgk 倚老賣老
okrmy  矢口否認
okruoe 倚山傍水
okrvmy 倚牆而立
oktezq 短泳選手
oktg   人頭落地
okthdq 短兵相接
okthnc 短篇小說
oktnfj 短小精幹
oktnfp 短小精悍
oktovm 短短幾天
oktqob 短手短腳
oktrov 短跑健將
oktrzq 短跑選手
okttno 短期預付
okttqj 短期投資
oktxca 短線交易
oktzyh 短途旅行
okueh  使出渾身
okvhoh 矮稈作物
okvmm  矢如雨下
okvobb 矮矮肥肥
okvobb 矮矮胖胖
okvomj 矮人一截
okvwmj 矮了一截
okbo   人大部份
oladog 伸來伸去
olanmt 伸張正義
olaopb 伸伸懶腰
olaqnw 伸手不見
olasug 伸展出去
olaxhv 伸縮自如
oldm   人非木石
oldmca 條理分明
oldmtb 條理井然
oldode 條件刺激
oldohh 條件反射
oldotj 條例草案
olhcon 修業年限
olhcte 修業期滿
olhdlr 修橋補路
olhdor 修橋舖路
olhhcr 修築公路
olhhmh 修築工程
olhhmj 修築工事
olhhtp 修身養性
olhhzr 修築道路
olhmgd 修理起來
olhmyt 修正主義
olholl 修修補補
olhplp 修頓中心
olhsyw 修改意見
olibbf 蝕多賺少
olkida 攸戚相關
olkozr 攸攸之口
ollmfl 介電常數
ollnoy 介不介意
ollxud 介紹出來
ollzmo 介達電位
olnacn 佛門弟子
olneoh 佛洛伊德
olneoh 佛洛依德
olneoz 佛法無邊
olnfcn 佛家弟子
olnfot 佛勞倫斯
olnmcv 佛要金裝
olnq   人盡可夫
olnwht 佛羅稜薩
olnwwz 佛羅里達
olocs  仲介公司
olpk   人盡皆知
olss   人非聖賢
oltd   人盡其才
oltd   人非草木
oltthk 儘其所有
olwb   人數眾多
olyo   人中豪傑
olzh   人中之鳳
olzy   人中之龍
omaf   人工閱卷
omai   人丁旺盛
omaog  何時何地
omayw  何時是了
ombdnl 儒林外史
ombf   人工受精
ombn   人工受孕
omboa  何月何日
omcdmh 價格政策
omcdmr 價格下跌
omciht 價廉物美
omcomm 價值形式
omcoqh 價值規律
omcosi 價值尺度
omcoto 價值觀念
omcozg 價值連城
omdhqt 余黎青萍
omdnbm 余陳月瑛
omdt   人面桃花
omebfb 優勝劣敗
omebfe 優勝劣汰
omehbn 優質服務
omehjy 優質教育
omehod 優秀人才
omehoo 優質優價
omehor 優秀作品
omehuq 優秀學生
omeird 優良單株
omeirh 優良品種
omej   人工溫室
omejah 優惠關稅
omejdd 優客李林
omejej 優哉游哉
omejhz 優惠待遇
omejmh 優惠政策
omejod 優惠價格
omenjv 優柔寡斷
omeqjy 優先考慮
omeqmb 優先項目
omeqns 優先發展
omeqoy 優生優育
ometo  何況其他
omey   人工流產
omezha 優遊自得
omezhk 優遊自在
omgoh  何去何從
omha   人丁興旺
omhn   人工孵蛋
omhn   人死留名
omho   人工孵化
omhoi  何德何能
omhomj 乒乓球賽
omhomq 乒乓球拍
omhomy 乒乓球桌
omhonc 乒乓外交
omhooo 乒乒乓乓
omid   人工成本
omjooo 罈罈罐罐
omkh   人面獅身
omkhyi 便利商店
omkjhj 便宜行事
omknk  何奇不有
omkrbn 便民服務
omkrqy 便民措施
omkyoq 便衣偵探
omkyor 便衣人員
omkytj 便衣警察
omloy  何患無詞
ommosn 仁愛醫院
ommowl 仁愛國中
ommown 仁愛國小
ommesn 仁濟醫院
ommj   人工工資
ommjoy 仁者無敵
ommjvu 仁者樂山
ommjwo 仁者見仁
ommmtl 仁至義盡
ommogj 仁人志士
ommooc 氫氧化鈉
ommooc 氫氧化鈣
ommooc 氫氧化鉀
ommooc 氫氧化銨
ommooc 氫氧化鋁
ommooh 氫氧化物
ommosn 仁人君子
ommpoh 仁心仁術
ommqnm 僵持不下
ommroh 仁民愛物
ommsz  何至於此
ommtzh 仁義道德
ommyhj 仁言利博
omngk  丘陵地帶
omngm  丘陵地形
omngs  丘陵地區
omnhcj 例行公事
omnhdd 例行檢查
omnheh 例行決策
omnhmo 例行工作
omnm   人工降雨
omnnon 例不例外
omnq   人工色素
omnsdz 倒屣相迎
omnvcy 例如說是
omob   人工氣胸
omoi   人工智能
omooa  何年何日
omoob  何年何月
omoq   人工智慧
omoz   人百份之
ompb   人工心臟
ompfl  何必當初
ompvz  何必如此
omqf   人工授精
omrity 舍我其誰
omrjh  何足輕重
omrp   人面獸心
omrqz  何足掛齒
omrr   人工呼吸
omsm   人一己百
omtdj  何苦來哉
omtm   人工養殖
omtr   人工甘味
omtzk  何難之有
omuzy  何出此言
omvhy  何以自處
omvni  何樂不為
omvwa  何以見得
omyis  何方神聖
omym   人云亦云
omyop  何許人也
omyv   人要衣裝
omyy   人工效率
onao   人際關係
onbn   人際服務
oncaom 貪得無厭
oncaom 貪得無饜
oncbde 貪贓枉法
oncbjo 貪財害命
oncbom 貪多無厭
oncbph 貪多必失
oncebb 貪污受賄
onceio 貪污腐化
onceof 貪污舞弊
oncjej 貪官汙吏
oncjej 貪官污吏
oncnhk 貪小失大
oncnoj 貪小便宜
oncpnr 貪心不足
oncqpm 貪生怕死
onctyf 貪慕虛榮
oncvvn 貪好女色
oncy   人魚公主
ondoxx 仔仔細細
oney   人不滿意
ongr   人孤勢單
onhk   人小鬼大
oniece 饞涎欲滴
onis   人不為己
onkave 侯門如海
onkh   人不知鬼
onki   人不犯我
onko   人外有人
onkqqo 侯爵夫人
onnb   人不可貌
onnyhp 侈談和平
onodot 像模像樣
onoeov 飲酒作樂
onoewe 飲水思源
onoitt 飲冰茹蘗
onolze 飲鴆止渴
onomhm 飲醇自醉
onomze 飲酖止渴
ononhl 飲彈自盡
onoo   人不像人
onoocj 飲食業者
onoogs 飲食起居
onooke 飲食療法
onoooi 飲食無度
onooor 飲食無味
onoowv 飲食男女
onopmx 飲恨而終
onorrs 飲咖啡的
onoxx  乞乞縮縮
onpdog 念來念去
onpoky 念念有詞
onpony 念念不忘
onptkt 念茲在茲
onqgth 舞臺藝術
onqgyw 舞臺效果
onqmyw 舞弄文墨
onqo   人急生智
onqrkb 舞躍奔騰
onqsmd 舞刀弄槍
onqtgs 舞藝超群
onqyme 舞文弄法
onqymw 舞文弄墨
onqyyj 舞龍競賽
onrbmm 含冤而死
onrbmx 含冤而終
onrbns 含冤負屈
onreha 含沙射影
onrene 含混不清
onrfne 含糊不清
onrfty 含糊其詞
onrgsm 含垢忍辱
onrhkh 含笑九泉
onrhmm 含笑而死
onrhmx 含笑而終
onrhro 含血噴人
onrkrl 含在口中
onrkro 含在口內
onrnmm 含怨而死
onrnmx 含怨而終
onroff 含含糊糊
onromn 含飴弄孫
onrorl 含入口中
onroro 含入口內
onrpbb 含情脈脈
onrpkp 含恨在心
onrpmm 含恨而死
onrpmx 含恨而終
onrthy 含苞待放
onrytt 含辛茹苦
onsbkk 仍然存在
onskhb 仍有很多
onsq   人不聊生
onsv   人強馬壯
onsyyv 仍是處女
onvae  乞漿得酒
onyhp  乞哀告憐
ooai   人氣旺盛
ooam   人人得而
ooam   人命關天
ooao   人倫關係
oobcx  入股分紅
oobmhx 倫琴射線
oobn   人肉販子
oobyku 倫敦大學
oodeee 餘波盪漾
oodegw 餘波未了
oodete 餘波蕩漾
oodfvo 餘糧收集
oodhhb 餘興節目
oodmc  入木三分
oodmjm 餘式定理
oodmnv 餘震不斷
oodnjm 餘弦定理
oodpkk 餘悸猶存
oodroj 餘味無窮
oodykk 餘音猶在
oodyvv 餘音嫋嫋
oodyvx 餘音嬝繞
oodyxd 餘音繞樑
oodyxe 餘音繞梁
oodzfq 餘此類推
oogad  入境問禁
oogao  入境問俗
oogbix 坐骨神經
ooggcb 坐地分贓
ooghid 坐失良機
ooghy  入境簽證
oogidn 坐冷板凳
oogij  入土為安
ooginh 坐視不管
oogkd  入境大樓
oogm   人傑地靈
oogno  入境隨俗
oogoa  入地無門
oogojt 坐領乾薪
oogpnb 坐懷不亂
oogqx  入境手續
oogruj 坐吃山空
oogtib 坐觀成敗
oogttm 坐井觀天
ooguty 坐山觀虎
oogveh 坐收漁利
oogvha 坐以待旦
oogvhf 坐以待斃
oogynj 坐立不安
oogyti 坐享其成
ooha   人無千日
oohdog 傷來傷去
oohgrh 傷勢嚴重
oohhbo 傷風敗俗
oohhia 傷風感冒
oohjdt 傷寒桿菌
oohkww 傷痕累累
oohlol 傷患人數
oohmjm 傷天害理
oohmoj 傷殘人士
oohn   人人自危
oohp   人人稱快
oohpcx 傷心欲絕
oohrnf 傷口發炎
oohyjj 傷亡事故
oohyol 傷亡人數
oohyph 傷亡慘重
ooimoz 伶牙俐齒
oojcn  入室弟子
oojqi  入室操戈
ookb   人人有則
ooko   人代大會
ookq   人人有責
ooldku 劍橋大學
oolnsn 劍及履及
oolnsn 劍及屨及
oolqvn 劍拔弩張
oomgl  入吾彀中
oomod  入形入格
oonaeq 偷得浮生
oonbnt 偷雞不著
oonbqk 偷雞摸狗
oondog 偷來偷去
oonezg 偷渡過境
oonh   人氣急升
oonhjm 偷香竊玉
oonij  入不敷支
ooniu  入不敷出
oonmef 偷工減料
oonmqa 偷天換日
oonodw 偷食禁果
oonoqo 偷偷插入
oonoqq 偷偷摸摸
oooa   人命攸關
ooohk  入伍須知
ooovti 儉以養廉
ooozk  入伍通知
oopge  入世未深
ooph   人人平等
oopk   人人皆知
oopom  入情入理
oorao  入口即化
oorq   人人喊打
oosh   人仰馬翻
ooso   人飢己飢
oosog  入職條款
ootzj  入幕之賓
ooujy  入學考試
oouoz  入學年齡
oovao  入鄉問俗
oovno  入鄉隨俗
oowao  入國問俗
oowzv  入了之後
ooyg   人肉市場
ooylm  入主中原
oozor  入選作品
oozy   人無遠慮
opcdsk 貨櫃碼頭
opceyr 貨源充足
opcfez 貨幣流通
opcfjc 貨幣資金
opcfjd 貨幣資本
opcfmh 貨幣政策
opcftc 貨幣基金
opcfyg 貨幣市場
opcgji 貸款額度
opcgog 貨到付款
opchzj 貨物運輸
opcjoj 貨真價實
opcjsd 貨車司機
opclte 貨暢其流
opcnyo 貨色齊全
opcpmf 貨比三家
opczcs 貨運公司
opdim  化整為零
opdm   人性本惡
opdt   人性本善
opet   人心渙散
opfxot 黛綠年華
ophh   人心所向
ophh   人心皇皇
ophih  化鴟為鳳
ophl   人心向背
opia   人情冷暖
opiea  化為泡影
opihk  化為烏有
opkp   人心大快
opkz   人皆有之
opkzr  化痰止咳
opmid  化零為整
opmmf  化工原料
opnb   人心不同
opnik  化險為夷
opnj   人心不古
opnm   人心險惡
opnnk  化解阻力
opnr   人心不足
opnzr  化外之民
opohi  化合反應
opoih  化繁為簡
opoj   人心肉做
opoz   人心肉造
oppi   人情世態
oppj   人情世故
oppm   人心惶恐
oppn   人心惟危
oppp   人心惶惶
oprh   人情味兒
opse   人心叵測
opsxw  化驗結果
opte   人心莫測
opte   人心難測
optr   人性尊嚴
opuawe 飽暖思淫
opubf  化學肥料
opubyt 飽受虛驚
opucd  化學分析
opucs  化學公司
opufa  化學當量
opuhee 飽和水汽
opuhee 飽和溶液
opuhh  化學物質
opuhi  化學反應
opuhme 飽和電流
opuhr  化學物品
opuhvi 飽和狀態
opumc  化學工業
opumh  化學工程
opumi  化學工廠
opumq  化學元素
opumr  化學武器
opun   人怕出名
opuob  化學作用
opuoi  化學合成
opuoxa 飽食終日
opuph  化學平衡
opuph  化學性質
opurb  化學戰爭
opury  化學戰劑
opuuzj 飽學之士
opuvkf 飽以老拳
opuxd  化學結構
opuxee 飽經滄桑
opuxhm 飽經風霜
opuxo  化學變化
opuxpj 飽經世故
opuxx  化學纖維
opuyh  化學方程
opuymp 飽餐一頓
opuzem 飽遭沽壓
opvm   人心如面
opvoo  化裝舞會
opwe   人心思漢
opwx   人心思變
opxt   人情紙薄
opyik  化敵為友
opyp   人心虛怯
opzf   人情之常
oqasz  年關已近
oqbaa  年月日時
oqbd   人生目標
oqbvum 倩女幽魂
oqcbnh 債多不愁
oqcfyg 債券市場
oqcggh 債臺高築
oqcigh 債台高築
oqean  年深日久
oqfbj  年五月十
oqfcj  年營業額
oqfok  年少無知
oqgh   人靚聲甜
oqghs  年高德劭
oqhmo  年復一年
oqigh  年度報告
oqiyl  年度計劃
oqjbt  年輕貌美
oqjj   人生七十
oqjki  年輕有為
oqjkn  年富力強
oqjkv  年輕力壯
oqjm   人生朝露
oqjoi  年輕氣盛
oqjsg  年事已高
oqjsk  年事已大
oqkbn  年老體弱
oqkby  年老體衰
oqkhe  年在香港
oqkj   人生大事
oqkky  年老力衰
oqkny  年老色衰
oqkp   人生在世
oqmb   人手一冊
oqmi   人生百態
oqnay  年久日衰
oqnho  年久失修
oqnr   人手不足
oqoi   人生舞台
oqoko  年年有餘
oqoo   人生價值
oqqu   人生哲學
oqtaz  年華易逝
oqto   人生苦短
oqtyi  年華虛度
oqvj   人生如寄
oqvj   人生如朝
oqvok  年幼無知
oqvt   人生如夢
oqvt   人生如萍
oqwbo  年四月份
oqwcs  年畢業於
oqxjj  年紀輕輕
oqxjx  年終考績
oqxvc  年終獎金
oqybm  年六月三
oqyt   人生意義
oqzfm  年過半百
oqzhh  年齡特徵
oqzky  年邁力衰
oqzm   人生道理
oqznz  年歲久遠
oqzsn  年歲已久
oraa   人口問題
orag   人民日報
oraho  合影留念
oraho  合照留念
orainr 智能不足
orakan 智力開發
orakes 智力測驗
orajve 智者樂水
oranoo 智勇雙全
oranto 智勇兼備
oraqby 智慧財產
orawhy 智圓行方
orayes 智商測驗
oraynx 智識階級
orayon 智識份子
orbm   人跡罕至
orbmh  合則兩利
orbn   人口販子
orbn   人民軍隊
orbnel 舖張浪費
orch   人民銀行
orci   人民公社
orck   人口分布
orcthh 頷首微笑
ordb   人跡杳然
ordbta 保用期間
ordbtn 保用期限
ordczh 保釣運動
ordfhw 保家衛國
ordhhp 保衛和平
ordhiw 保衛祖國
ordhno 保留盈餘
ordhoa 保質保量
ordhog 保留餘地
ordhoi 保稅倉庫
ordhwf 保衛國家
ordhwl 保留圖書
ordhyw 保留意見
ordjgk 保守勢力
ordjhx 保安系統
ordjkn 保安大隊
ordjmi 保守政府
ordjny 保密防諜
ordjoy 保守估計
ordjtj 保安警察
ordjbn 保安部隊
ordjyt 保守主義
ordkgd 保存起來
ordktn 保存期限
ordkyh 保駕護航
ordnbo 保險賠償
ordncj 保險金額
ordncn 保險業務
ordncs 保險公司
ordndh 保障機制
ordnjy 保防教育
ordnly 保險費率
ordnmo 保防工作
ordnog 保險信封
ordnyl 保險計劃
ordnys 保外就醫
ordocs 保全公司
ordoor 保健食品
ordoor 保全人員
ordqee 保持清潔
ordqhd 保持身材
ordqhj 保持穩定
ordqph 保持平衡
ordqtp 保持警惕
ordrhw 保民衛國
ordshm 保加利亞
ordwhr 保國衛民
ordwmp 保羅三世
ordyah 保護關稅
ordyik 保護視力
ordymg 保護環境
ordyoi 保証供應
ordyoi 保證供應
ordyyt 保護主義
ordzmj 保齡球賽
ordzmo 保齡球館
ordzou 保送入學
oreceh 假公濟私
oredh  合法權利
oredt  合法權益
oreht  合法利益
orehta 假釋期間
orei   人民法庭
orekso 假力於人
orelb  合法鬥爭
oremi  合法政府
oren   人民法院
orenov 假名假姓
oreoot 假仁假義
oreosp 假傳聖旨
oreoyh 假使你答
orepoy 假情假意
orepzi 假性近視
oreqoo 假手他人
oreqso 假手於人
orevaa 假以時日
orevge 假裝高潮
orevmo 假如一個
orevo  合法收入
oreyfv 假言判斷
oreyjj 假戲真做
orezyo 假造文件
orff   人口爆炸
orfoc  合營企業
orgn   人單勢孤
orgs   人口增加
orgs   人口增長
orgt   人單勢薄
orhj   人口稠密
orhn   人口稀疏
orhr   人民委員
orht   人民利益
orhzj  合乎邏輯
orjcs  合資公司
oridb  合成樹脂
oridb  合成橡膠
orjds  合資格的
oriee  合成洗滌
orjoc  合資企業
orjxf  合資經營
orixx  合成纖維
orji   人口密度
orjqy  合轍押韻
orjr   人民富足
orkmg  合在一起
orko   人口老化
orko   人民大會
orku   人民大學
orljkh 命喪九泉
orlkan 命在旦夕
orllej 命中注定
orllyj 命中註定
orlnlo 命不由人
orlnyx 命不該絕
orlyvz 命該如此
orlzbn 命途多舛
ormeh  合理流動
ormh   人口政策
ormi   人民政府
ormim  合二為一
ormim  合而為一
ormjd  合理密植
ormks  合理布局
ormnq  合理負擔
ormop  合理合情
ormv   人民武裝
ornehb 舒活筋骨
ornheh 舒筋活血
ornnob 舒不舒服
ornod  合不合格
ornoe  合不合法
ornom  合不合理
ornpc  合久必分
ornqhv 舒捲自如
ornqr  合不攏嘴
ornx   人民陣線
oroci  合作金庫
oroim  合作成功
oroim  合併為一
orol   人口集中
oromb  合作項目
orooa  合作無間
oropp  合作愉快
oroq   人民代表
orosk  合作醫療
oroxf  合作經營
orob   人民內部
oroyi  合作商店
oroyt  合作主義
orpom  合情合理
orqbjg 拿腔做勢
orqdog 拿來拿去
orqe   人民生活
orqjyy 拿定主意
orqngd 拿不起來
orqqmq 拿手功夫
orqqvy 拿手好戲
orrb   人民戰爭
orry   人民民主
orsw   人民群眾
ortd   人口普查
orpd   人口普查
ortj   人民警察
orul   人民出版
oruomy 侃侃而談
orvs   人口斷層
orwb   人民團體
orxd   人口結構
orxh   人口變動
orxog  合約條款
orxy   人口統計
orydd  合辦機構
oryg   人民意志
orzbyp 促膝談心
orzg   人民之聲
orzh   人口過剩
orzzob 促進作用
orzzyg 促進市場
osaa   人的時間
osbhs  作賤自己
osbnk  作用不大
osbpy  作賊心虛
oschx  作業系統
oscmg  作業環境
oscpi  作業平台
osehcg 侵吞公款
osehf  作法自斃
osekld 侵犯版權
oseoob 侵蝕作用
osewip 侵略成性
osewrb 侵略戰爭
oshaa  作息時間
oshj   人的答案
osiij  作為參考
osime  作為亞洲
osimo  作為一個
osioi  作威作福
osjymn 僻處一隅
oskdlm 伊東順二
oskheo 伊利沙伯
oskhmh 伊利亞特
oskhze 伊利運河
oskhzh 伊利近街
oskigm 伊朗高原
oskilt 伊底帕斯
oskmo  作在一個
oskmth 伊麗莎白
oskpvw 伊甸樂園
oskqjo 伊拉克人
osktgo 伊斯坦堡
osktth 伊莉莎白
oskttj 伊斯蘭教
osktto 伊斯蘭堡
osmby  作惡多端
osmmr  作殊死戰
osnb   人的陽具
osncdd 創業楷模
osncke 創鉅痛深
osnctc 創業基金
osnd   人的陰核
osnh   人的陰戶
osnh   人的陰毛
osnkeb 創痍滿目
osnojr 創作實踐
osnoqm 創作技巧
osnoye 創作方法
osnpko 創世狂人
osnyhq 創新科技
osnymo 創設一個
osnyor 創新作品
osnzbj 創造財富
osnzmb 創造更多
osnzmo 創造一個
osnzoo 創造條件
osnzud 創造出來
osqe   人的看法
osrdmh 伺機而動
osrfoh 飼料作物
osrss  作品展覽
osrtde 飼養標準
osryj  作戰方案
ossyt  作壁上觀
osthx  作繭自縛
osuej  作出決定
osumy  作出貢獻
osuoy  作出修訂
osuvk  作出努力
osuyo  作出評價
osvkh  作奸犯科
osvkh  作姦犯科
osvmoy 偃武修文
osvyhg 偃旗息鼓
oswh   人的回答
oswmo  作了一個
otaanq 借題發揮
otadog 借來借去
otaeeh 借酒消愁
otaeeh 借酒澆愁
otaevk 借酒裝瘋
otafc  無照營業
otahn  無暇顧及
otahoh 借箸代籌
otahoy 借箸代謀
otajma 借宿一晚
otajmy 借宿一夜
otajp  無關宏旨
otajyo 借古諷今
otakk  無關痛癢
otaks  無照駕駛
otaks  無關大局
otaog  無時無地
otaoia 借債度日
otaojd 借貸資本
otaor  無影無蹤
otaoy  無時無刻
otaqmm 借看一下
otasko 借刀殺人
otasm  無關緊要
otaszm 借屍還魂
otatyo 借花獻佛
otayqj 借端生事
otazdo 借此機會
otazmm 借過一下
otbbwb 備受矚目
otbfty 備嘗艱辛
otbjtd 備車前來
otbjth 備車前往
otbmnb 備而不用
otbmz  無用武之
otboo  無冤無仇
otbqqt 備抵折舊
otbrvi 備戰狀態
otcahx 供暖系統
otcbb  無欲則剛
otcclp 供銷中心
otccoo 供銷合作
otcehx 供水系統
otceom 供水供電
otcer  無業游民
otchz  無分彼此
otcihx 供應系統
otcihy 供求失調
otcinh 供求矛盾
otciph 供求平衡
otciyr 供應充足
otcjj  無分軒輊
otcmhx 供電系統
otcmhy 供需失調
otcmmt 供一兩期
otcmnh 供需矛盾
otcmph 供需平衡
otcmwm 供需見面
otcnii 供不應求
otcor  無業人員
otctcw 供養父母
otcyny 供認不諱
otczr  無業遊民
otczsi 供過於求
otdbf  無機肥料
otddt  無樑樓蓋
otdnh  無機可乘
otdoo  無機化合
otdou  無機化學
otdox  無枉無縱
otedo  無法想像
otedt  無梁樓蓋
otegh  無法執行
oteio  無法應付
oteji  無法完成
otend  無法可想
oteny  無法可施
oteom  無法無天
oteoz  無法無邊
oteqb  無法接受
oteqh  無法控制
otesb  無法忍受
otesj  無濟於事
otesx  無法改變
otesy  無法確認
oteym  無法處理
otezh  無法進行
otfft  無煙火藥
otfmh  無籽西瓜
otfnh  無家可歸
otfnu  無精可出
otfoe  無黨無派
otfqb  無精打彩
otfqb  無精打采
otfzf  無米之炊
otghj  無地自容
otgkhg 罐頭笑聲
otgkor 罐頭食品
otglh  無殼蝸牛
otgma  無聲電影
otgoh  無聲無息
otgoh  無聲無臭
othco  無從交代
othge  無風起浪
othhq  無忝所生
othhs  無所顧忌
othhz  無師自通
othir  無印良品
othjj  無所事事
othnb  無所不用
othnc  無所不說
othnf  無所不精
othng  無風不起
othnh  無往不利
othni  無所不為
othni  無所不能
othnk  無所不在
othnk  無所不有
othnk  無所不知
othnm  無微不至
othnp  無所不包
othnw  無利可圖
othny  無所不談
othnz  無所不通
othoe  無風無浪
othop  無與倫比
othpj  無從比較
othsy  無動於衷
othsy  無所忌諱
othwp  無所畏懼
othyg  無從談起
othzh  無所適從
othzm  無所遁形
othzy  無稽之談
otieb  無福消受
otiik  無能為力
otiith 儀態萬千
otiity 儀態萬方
otijdd 儀容檢查
otime  無為而治
otioq  無憑無據
otiqff 儀表堂堂
otiquw 儀表出眾
otiwp  無庸置疑
otiyj  無神論者
otizh  無禮之徒
otjmj  無軌電車
otjml  無字天書
otjms  無定形碳
otjnh  無軌可循
otjof  無穿無爛
otjoi  無故缺席
otjol  無窮無盡
otjoy  無妻無妾
otjql  無事生非
otjzg  無故遲到
otkcj  無頭公案
otkcv  無痛分娩
otkko  無獨有偶
otkmx  無疾而終
otkne  無力解決
otknk  無奇不有
otkob  無頭無腦
otkos  無頭無尾
otkqk  無力招架
otkrr  無病呻吟
otlqk  無中生有
otlsj  無補於事
otmaa  無工開時
otmbi  無功受祿
otmiv  無政府狀
otmmy  無功功率
otmmz  無功而返
otmmz  無功而退
otmnb  無功不受
otmnf  無一不精
otmni  無一不能
otmni  無巧不成
otmno  無惡不作
otmnoy 僅不僅是
otmnz  無一不通
otmob  無副作用
otmoij 僅供參考
otmoy  無憂無慮
otmsl  無理取鬧
otmvhn 僅以身免
otmyh  無理方程
otmzl  無形之中
otmzms 僅此而已
otnby  無可爭辯
otncs  無限公司
otnit  無可救藥
otnko  無可奈何
otnly  無可非議
otnml  無可厚非
otnmy  無可否認
otnna  無可限量
otnnh  無隙可乘
otnno  無孔不入
otnny  無名小卒
otnof  無名作家
otnpq  無可比擬
otnqh  無可奉告
otnqw  無可挽回
otntk  無名英雄
otnvo  無可如何
otnwp  無可置疑
otnyy  無可諱言
otnzn  無可避免
otoae  無人問津
otoin  無人能及
otoka  無人知曉
otokm  無傷大雅
otoks  無人駕駛
otoof  無偏無黨
otooh  無依無靠
otoohi 僕僕風塵
otoow  無休無了
otooz  無休無止
otoqb  無償援助
otov   人前人後
otoyy  無無謂謂
otoza  無人過問
otozg  無人之境
otozj  無價之寶
otpnj  無懈可擊
otpot  無情無義
otppy  無心快語
otpqm  無性生殖
otpyc  無性雜交
otpzz  無心之過
otqny  無技可施
otqod  無拘無束
otqomc 氧化亞銅
otqomo 氧化亞氮
otqoob 氧化作用
otrjh  無足輕重
otrkob 偌大無朋
otrng  無路可走
otsyo  無的放矢
otszh  無恥之徒
otthm  無期徒刑
ottjym 併案處理
ottwd  無花果樹
otutk  無出其右
otvhs  無以復加
otvik  無後為大
otviq  無以為生
otvix  無以為繼
otvwh  無以置答
otwah  無罪開釋
otwnc  無話可說
otwny  無話不談
otwny  無話可講
otwvc  無話好說
otwwd  無果果樹
otxch  無縫鋼管
otxkh  無約在身
otxme  無線電波
otxmg  無線電報
otxmg  無線電臺
otxmi  無線電台
