Chinese_Street_Name	English_Street_Name	District_Code
利景街	LEE KING STREET	S
利發徑	LEE FAT PATH	TM
利園山道	LEE GARDEN ROAD	WC
利業街	LEE YIP STREET	YTM
利源西街	LI YUEN STREET WEST	C&amp;W
利源東街	LI YUEN STREET EAST	C&amp;W
利群道	LI KWAN AVENUE	WC
利榮街	LEE WING STREET	S
利樂街	LEE LOK STREET	S
利興街	LEE HING STREET	S
李陞街	LI SING STREET	C&amp;W
李節街	LI CHIT STREET	WC
李寶龍路	LI PO LUNG PATH	C&amp;W
里昂徑	RUE DE LYON	YL
些利街	SHELLEY STREET	C&amp;W
亞士厘道	ASHLEY ROAD	YTM
亞公角山路	A KUNG KOK SHAN ROAD	ST
亞公角街	A KUNG KOK STREET	ST
亞公灣路	AH KUNG WAN ROAD	SK
亞厘架巷	ALGAR COURT	C&amp;W
亞厘畢里	ALBERT PATH	C&amp;W
亞皆老街	ARGYLE STREET	KC-YTM
亞畢諾道	ARBUTHNOT ROAD	C&amp;W
享成街	HEUNG SHING STREET	TW
享和街	HEUNG WO STREET	TW
京士柏山道	KING'S PARK HILL ROAD	YTM
京士柏道	KING'S PARK RISE	YTM
京士頓街	KINGSTON STREET	WC
京華道	KING WAH ROAD	E
京街	KING STREET	WC
佳美道	CARMEL ROAD	S
佳景路	KAI KING ROAD	SK
佳廉道	KAI LIM ROAD	KT
依榮徑	EWIN WAY	WC
卑利士道	BREEZY PATH	C&amp;W
卑利街	PEEL STREET	C&amp;W
卑路乍街	BELCHER'S STREET	C&amp;W
卓運街	CHEUK WAN STREET	N
卓維雅大道	CERVIA BOULEVARD	YL
協和里	HIP WO LANE	WC
協和街	HIP WO STREET	KT
協欣街	HIP YAN STREET	ST
協調道	CONCORDE ROAD	KC
和平徑	WO PING PATH	TM
和平新村里	WO PING SAN TSUEN LANE	TM
和合街	WOO HOP STREET	C&amp;W
和安里	WO ON LANE	C&amp;W
和宜合交匯處	WO YI HOP INTERCHANGE	TW
和宜合里	WO YI HOP LANE	TW-K&amp;T
和宜合道	WO YI HOP ROAD	K&amp;T-TW
和風街	WO FUNG STREET	C&amp;W
和家樓路	WO KA LAU ROAD	N
和泰街	WO TAI STREET	N
和衷街	WO CHUNG STREET	KC
和域道	WARWICK ROAD	KC
和域道	WOOLWICH ROAD	YL
和康徑	WO HONG PATH	KT
和隆街	WO LUNG STREET	N
和富道	WHARF ROAD	E
和順里	WO SHUN LANE	Is
和睦路	WO MUK ROAD	N
和福道	WATFORD ROAD	C&amp;W
和滿街	WO MUN STREET	N
和鳴里	WO MING LANE	N
和興路	WO HING ROAD	N
和豐街	WO FUNG STREET	N
坡面徑	PO MIN PATH	TP
坪石里	PING SHEK LANE	KT
坪利路	PENG LEI ROAD	Is
坪洲永安街	PENG CHAU WING ON STREET	Is
坪洲永安橫街	PENG CHAU WING ON SIDE STREET	Is
坪洲永興街	PENG CHAU WING HING STREET	Is
坪洲好景街	PENG CHAU HO KING STREET	Is
坪原路	PING YUEN ROAD	N
坪朗路	PING LONG ROAD	TP
坪愉徑	PENG YU PATH	Is
坪輋路	PING CHE ROAD	N
坳背灣街	AU PUI WAN STREET	ST
奇靈里	KI LING LANE	C&amp;W
奉天街	FUNG TIN STREET	S
孟公屋路	MANG KUNG UK ROAD	SK
孟公窩路	MANG KUNG WO ROAD	SK
官涌街	KWUN CHUNG STREET	YTM
定安街	TING ON STREET	KT
定國街	TING KWOK STREET	TW
定富街	TING FU STREET	KT
定裕坊	TING YUE SQUARE	KT
定業街	TING YIP STREET	KT
定豐街	TING FUNG STREET	TW
宜正里	YI CHING LANE	ST
宜安街	YEE ON STREET	KT
宜昌街	ICHANG STREET	YTM
宜春街	YI CHUN STREET	SK
尚堤徑	CHIANTI DRIVE	Is
居仁里	KUI YAN LANE	C&amp;W
居達街	KUI TAT STREET	N
居適街	KUI SIK STREET	N
居賢坊	KUI IN FONG	C&amp;W
屈地街	WHITTY STREET	C&amp;W
屈臣道	WATSON ROAD	E
幸祥街	HANG CHEUNG STREET	SSP
幸運道	HANG WAN ROAD	KC
幸福街	FORTUNE STREET	SSP
建安街	KIN ON STREET	TM
建旺里	KIN WONG LANE	TM
建旺街	KIN WONG STREET	TM
建明街	KIN MING STREET	TW
建泰街	KIN TAI STREET	TM
建華街	KIN WAH STREET	E
建國街	KIN KWOK STREET	TM
建基街	KIN KEI STREET	TM
建盛里	KIN SHING LANE	TM
建隆街	KIN LUNG STREET	TM
建發里	KIN FAT LANE	TM
建發街	KIN FAT STREET	TM
建翔街	KIN CHEUNG STREET	YL
建新里	KIN SAN LANE	Is
建業徑	KIN YIP PATH	YL
建業街	KIN YIP STREET	YL
建群街	KIN KWAN STREET	TM
建榮里	KIN WING LANE	TM
建榮街	KIN WING STREET	TM
建德街	KIN TAK STREET	YL
建樂街	KIN LOK STREET	YL
建豐街	KIN FUNG CIRCUIT	TM
建灣街	KIN WAN STREET	KC
忠正街	CHUNG CHING STREET	C&amp;W
忠民街	CHUNG MAN STREET	KC
忠孝街	CHUNG HAU STREET	KC
忠信街	CHUNG SUN STREET	KC
忠義街	CHUNG YEE STREET	KC
忠賢里	CHUNG YIN LANE	SK
怡成坊	YI SHING SQUARE	ST
怡和街	YEE WO STREET	WC
怡明徑	YEE MING PATH	SK
怡東路	YI TUNG ROAD	Is
怡南路	YI NAM ROAD	S
怡泰街	YEE TAI STREET	E
怡康徑	YI HONG PATH	TW
怡康街	YI HONG STREET	TW
怡盛里	YEE SHING LANE	E
怡盛街	YEE SHING STREET	E
怡景道	YEE KING ROAD	E-WC
怡雅路	YI NGA DRIVE	S
怡順街	YEE SHUN STREET	E
怡樂徑	YI LOK PATH	TW
怡樂街	YI LOK STREET	TW
怡豐街	YEE FUNG STREET	E
承昌道	SHING CHEONG ROAD	KC
承啟道	SHING KAI ROAD	KC
承富里	SHING FU LANE	KC
承景街	SHING KING STREET	KC
承裕里	SHING YU LANE	KC
承豐道	SHING FUNG ROAD	KC
担杆山交匯處	TAM KON SHAN INTERCHANGE	K&amp;T
担杆山路	TAM KON SHAN ROAD	K&amp;T
担杆莆街	TAM KON PO STREET	ST
担竿洲路	TAM KON CHAU ROAD	YL
拔子窩街	PAT TSZ WO STREET	ST
斧山道	HAMMER HILL ROAD	WTS
旺角道	MONG KOK ROAD	YTM
旺堤街	WONG TAI STREET	YTM
旺賢街	WONG YIN STREET	TM
昂平路	NGONG PING ROAD	Is
昂船路	NGONG SHUNG ROAD	SSP
昂運路	NGONG WAN ROAD	K&amp;T
昂磡路	NGONG HOM ROAD	TW
昃臣道	JACKSON ROAD	C&amp;W
昇平街	SHING PING STREET	WC
昇昌里	SHING CHEONG LANE	Is
昌明街	CHEONG MING STREET	WC
昌泰街	CHEONG TAI STREET	TW
昌華街	CHEUNG WAH STREET	SSP
昌盛徑	CHEONG SHING PATH	YL
昌新里	CHEONG SAN LANE	SSP
昌榮路	CHEUNG WING ROAD	K&amp;T-TW
明仁里	MING YAN LANE	WC
明安街	MING ON STREET	KC
明倫街	MING LUN STREET	KC
明智街	MING CHI STREET	KT
明園西街	MING YUEN WESTERN STREET	E
明暉路	MING FAI ROAD	Is
明遠里	MING UN LANE	E
明翠徑	PARKRIDGE CRESCENT	Is
明蔚徑	PARKLAND DRIVE	Is
明趣街	MING TSUI STREET	E
明藝街	MING NGAI STREET	TM
杯渡路	PUI TO ROAD	TM
東山臺	TUNG SHAN TERRACE	WC
東方街	TUNG FONG STREET	YTM
東正道	TUNG TSING ROAD	KC-WTS
東永安路	TUNG WING ON ROAD	YL
東光道	TUNG KWONG ROAD	WTS
東安街	TUNG ON STREET	YTM
東沙島街	PRATAS STREET	SSP
東角道	EAST POINT ROAD	WC
東利道	TUNG LEI ROAD	WTS
東京街	TONKIN STREET	SSP
東京街西	TONKIN STREET WEST	SSP
東岸路	EAST COAST ROAD	Is
東旺道	TUNG WONG ROAD	E
東昌街	TUNG CHEONG STREET	TP
東來里	TUNG LOI LANE	C&amp;W
東林台	TUNG LAM TERRACE	TW
東院道	EASTERN HOSPITAL ROAD	WC
東健道	TUNG KIN ROAD	E
東泰里	TUNG TAI LANE	WTS
東涌東交匯處	TUNG CHUNG EASTERN INTERCHANGE	Is
東涌海濱路	TUNG CHUNG WATERFRONT ROAD	Is
東涌道	TUNG CHUNG ROAD	Is
東涌道北	TUNG CHUNG ROAD NORTH	Is
東莞街	TUNG KUN STREET	YTM
東區走廊	ISLAND EASTERN CORRIDOR	E-WC
東區海底隧道	EASTERN HARBOUR CROSSING	KT-E
東隆道	TUNG LUNG ROAD	WTS
東勝道	TUNG SING ROAD	S
東喜道	TUNG HEI ROAD	E
東堤	EAST EMBANKMENT	E
東發道	TUNG FAT ROAD	WTS
東街	TUNG STREET	C&amp;W
東匯路	TUNG WUI ROAD	YL
東源街	TUNG YUEN STREET	KT
東路	EASTERN ROAD	TM
東榮路	TUNG WING ROAD	Is
東碼頭道	EAST WHARF ROAD	Is
東輝路	TUNG FAI ROAD	Is
東橋路	EAST BRIDGE ROAD	Is
東興里	TUNG HING LANE	C&amp;W
東頭村道	TUNG TAU TSUEN ROAD	KC-WTS
東頭圍新村一巷	TUNG TAU WAI SAN TSUEN 1ST LANE	YL
東頭圍新村二巷	TUNG TAU WAI SAN TSUEN 2ND LANE	YL
東頭圍新村三巷	TUNG TAU WAI SAN TSUEN 3RD LANE	YL
東頭圍新村四巷	TUNG TAU WAI SAN TSUEN 4TH LANE	YL
東頭灣里	TUNG TAU WAN LANE	S
東頭灣徑	TUNG TAU WAN DRIVE	S
東頭灣道	TUNG TAU WAN ROAD	S
東邊街	EASTERN STREET	C&amp;W
東邊街北	EASTERN STREET NORTH	C&amp;W
東寶庭道	DUMBARTON ROAD	KC
東耀路	TUNG YIU ROAD	Is
東籬徑	TUNG LEI PATH	TM
東灣路	TUNG WAN ROAD	Is
東灣頭路	TUNG WAN TAU ROAD	Is
松山道	PINE TREE HILL ROAD	YTM
松仁路	CHUNG YAN ROAD	Is
松秀西街	TSUNG SAU LANE WEST	C&amp;W
松秀東街	TSUNG SAU LANE EAST	C&amp;W
松柏徑	CEDAR DRIVE	S
松柏路	CHUNG PAK ROAD	ST
松菊徑	CHUNG KUK PATH	N
松逸街	CHUNG YAT STREET	Is
松滿路	CHUNG MUN ROAD	Is
松慧街	CHUNG WAI STREET	Is
松樹街	FIR STREET	YTM
松頭下路	TSUNG TAU HA ROAD	ST
松濤西路	PINERY ROAD WEST	YL
松濤東路	PINERY ROAD EAST	YL
松濤南路	PINERY ROAD SOUTH	YL
松嶺里	CHUNG LING LANE	ST
松嶺路	CHUNG LING ROAD	ST
松齡徑	CHUNG LING PATH	TM
欣華街	YAN WAH STREET	WTS
欣盛里	YAN SHING LANE	N
欣景路	YAN KING ROAD	SK
欣翔道	YAN CHEUNG ROAD	YTM
欣業街	YAN YIP STREET	KT
欣榮街	YAN WING STREET	KT
欣澳道	SUNNY BAY ROAD	TW
欣寶路	YAN PO ROAD	TM
武英路	MO YING ROAD	SK
河上鄉排峰路	HO SHEUNG HEUNG PAI FUNG ROAD	N
河上鄉路	HO SHEUNG HEUNG ROAD	N
河內道	HANOI ROAD	YTM
河田街	HO TIN STREET	TM
河北里	RIVER NORTH LANE	YL
河旺街	HO WONG STREET	TM
河背街	HO PUI STREET	TW
河傍街	HO PONG STREET	TM
河興街	HO HING CIRCUIT	TM
河瀝背街	HO LEK PUI STREET	ST
油缸路	OIL TANK ROAD	TM
油庫路	TANK FARM ROAD	Is
油麻地交匯處	YAU MA TEI INTERCHANGE	YTM
油麻莆街	YAU MA PO STREET	SK
油麻磡路	YAU MA HOM ROAD	TW
油街	OIL STREET	E
油塘里	YAU TONG LANE	KT
油塘道	YAU TONG ROAD	KT
治民街	CHI MAN STREET	KC-YTM
治河路	CHI HO ROAD	YL
泄蘭街	ZETLAND STREET	C&amp;W
法院道	SUPREME COURT ROAD	C&amp;W
波地路	PO TEI ROAD	YL
波老道	BORRETT ROAD	C&amp;W
波斯富街	PERCIVAL STREET	WC
波爾多徑	RUE DE BORDEAUX	YL
波樓路	PO LAU ROAD	N
泮涌路	PAN CHUNG ROAD	TP
牧愛街	GOOD SHEPHERD STREET	KC
物華街	MUT WAH STREET	KT
玫瑰里	ROSE LANE	C&amp;W
玫瑰徑	ROSE PATH	YL
玫瑰街	ROSE STREET	SSP
祈禮士道	CREASY ROAD	WC
肯辛頓徑	KENSINGTON PATH	N
育才道	YUK CHOI ROAD	YTM
育青里	YUK TSING LANE	TM
育康街	YUK HONG STREET	TM
育群街	YUK KWAN STREET	WTS
育賢坊	COLLEGE VIEW	C&amp;W
苗力賢路	MURRAY ROAD	WC
苗鍾徑	MILLS &amp; CHUNG PATH	S
英才徑	YING CHOI PATH	KC
英皇道	KING'S ROAD	E
英華街	YING WA STREET	SSP
英華臺	YING WA TERRACE	C&amp;W
英輝台	YING FAI TERRACE	C&amp;W
茂田里	MAU TIN LANE	SK
茂林街	MAU LAM STREET	YTM
茂蘿街	MALLORY STREET	WC
范信達道	FESSENDEN ROAD	KC
茅莆路	MAU PO ROAD	SK
虎地㘭道	FU TEI AU ROAD	N
虎坑路	FU HANG ROAD	TM
迦密村街	CARMEL VILLAGE STREET	KC
迪欣路	INSPIRATION DRIVE	TW
迪維尼亞大道	DIVERIA BOULEVARD	YL
述德街	SHORT STREET	KC
長仁巷	CHEUNG YAN LANE	Is
長北路	CHEUNG PAK ROAD	Is
長好街	CHEUNG HO STREET	K&amp;T
長安里	CHEUNG ON LANE	C&amp;W
長坑路	CHEUNG HANG ROAD	K&amp;T
長沙街	CHANGSHA STREET	YTM
長沙灣徑	CHEUNG SHA WAN PATH	SSP
長沙灣道	CHEUNG SHA WAN ROAD	SSP-YTM
長庚里	CHEUNG KAN LANE	C&amp;W
長旺道	CHEUNG WONG ROAD	YTM
長茂街	CHEUNG MOU STREET	SSP
長青公路	CHEUNG TSING HIGHWAY	K&amp;T
長青隧道	CHEUNG TSING TUNNEL	K&amp;T
長俊路	CHEUNG TSUN ROAD	Is
長城街	CHEUNG SHING STREET	ST
長洲山頂道	CHEUNG CHAU PEAK ROAD	Is
長洲山頂道西	CHEUNG CHAU PEAK ROAD WEST	Is
長洲西堤道	CHEUNG CHAU SAI TAI ROAD	Is
長洲東堤路	CHEUNG CHAU BEACH ROAD	Is
長洲教堂路	CHEUNG CHAU CHURCH ROAD	Is
長洲電廠徑	CHEUNG CHAU ELECTRIC PATH	Is
長洲醫院路	CHEUNG CHAU HOSPITAL ROAD	Is
長洲體育路	CHEUNG CHAU SPORTS ROAD	Is
長荔街	CHEUNG LAI STREET	SSP
長健路	CHEUNG KIN ROAD	Is
長康街	CHEUNG HONG STREET	E
長盛街	CHEUNG SHING STREET	YL
長隆街	CHEUNG LUNG STREET	K&amp;T
長富街	CHEUNG FU STREET	Is
長智巷	CHEUNG CHI LANE	Is
長發街	CHEUNG FAT STREET	SSP
長裕街	CHEUNG YUE STREET	SSP
長貴路	CHEUNG KWAI ROAD	Is
長達路	CHEUNG TAT ROAD	K&amp;T
長順街	CHEUNG SHUN STREET	SSP
長源路	CHEUNG YUEN ROAD	ST-K&amp;T
長義街	CHEUNG YEE STREET	SSP
長碩路	CHEUNG SHEK ROAD	Is
長寧街	CHEUNG NING STREET	KC
長輝路	CHEUNG FAI ROAD	K&amp;T
長樂街	CHEONG LOK STREET	YTM
長環街	CHEUNG WAN STREET	K&amp;T
長瀝尾街	CHEUNG LEK MEI STREET	ST
門口村第一巷	MUN HAU TSUEN LANE NO.1	N
門口村第七巷	MUN HAU TSUEN LANE NO.7	N
門口村第九巷	MUN HAU TSUEN LANE NO.9	N
門口村第二巷	MUN HAU TSUEN LANE NO.2	N
門口村第八巷	MUN HAU TSUEN LANE NO.8	N
門口村第十一巷	MUN HAU TSUEN LANE NO.11	N
門口村第十二巷	MUN HAU TSUEN LANE NO.12	N
門口村第十巷	MUN HAU TSUEN LANE NO.10	N
門口村第三巷	MUN HAU TSUEN LANE NO.3	N
門口村第五巷	MUN HAU TSUEN LANE NO.5	N
門口村第六巷	MUN HAU TSUEN LANE NO.6	N
門口村第四巷	MUN HAU TSUEN LANE NO.4	N
阜財街	FAU TSOI STREET	YL
青山公路 － 大欖段	CASTLE PEAK ROAD - TAI LAM	TW-TM
青山公路 － 元朗段	CASTLE PEAK ROAD - YUEN LONG	YL
青山公路 － 古洞段	CASTLE PEAK ROAD - KWU TUNG	N
青山公路 － 汀九段	CASTLE PEAK ROAD - TING KAU	TW
青山公路 － 米埔段	CASTLE PEAK ROAD - MAI PO	YL
青山公路 － 青山灣段	CASTLE PEAK ROAD - CASTLE PEAK BAY	TM
青山公路 － 青龍頭段	CASTLE PEAK ROAD - TSING LUNG TAU	TW
青山公路 － 屏山段	CASTLE PEAK ROAD - PING SHAN	YL
青山公路 － 洪水橋段	CASTLE PEAK ROAD - HUNG SHUI KIU	TM-YL
青山公路 － 洲頭段	CASTLE PEAK ROAD - CHAU TAU	N-YL
青山公路 － 荃灣段	CASTLE PEAK ROAD - TSUEN WAN	TW
青山公路 － 掃管笏段	CASTLE PEAK ROAD - SO KWUN WAT	TM
青山公路 － 深井段	CASTLE PEAK ROAD - SHAM TSENG	TW
青山公路 － 葵涌段	CASTLE PEAK ROAD - KWAI CHUNG	K&amp;T-TW
青山公路 － 新大欖段	CASTLE PEAK ROAD - NEW TAI LAM	TM
青山公路 － 新汀九段	CASTLE PEAK ROAD - NEW TING KAU	TW
青山公路 － 新田段	CASTLE PEAK ROAD - SAN TIN	YL
青山公路 － 新墟段	CASTLE PEAK ROAD - SAN HUI	TM
青山公路 － 潭尾段	CASTLE PEAK ROAD - TAM MI	YL
青山公路 － 藍地段	CASTLE PEAK ROAD - LAM TEI	TM
青山公路 － 嶺南段	CASTLE PEAK ROAD - LINGNAN	TM
青山寺徑	TSING SHAN MONASTERY PATH	TM
青山坊	TSING SHAN SQUARE	TM
青山道	CASTLE PEAK ROAD	SSP
青田交匯處	TSING TIN INTERCHANGE	TM
青田路	TSING TIN ROAD	TM
青亦路	TSING YICK ROAD	TM
青州街	TSING CHAU STREET	KC
青芊街	TSING CHIN STREET	K&amp;T
青衣北岸公路	TSING YI NORTH COASTAL ROAD	K&amp;T
青衣交匯處	TSING YI INTERCHANGE	K&amp;T
青衣西北交匯處	NORTH WEST TSING YI INTERCHANGE	K&amp;T
青衣西路	TSING YI ROAD WEST	K&amp;T
青衣航運路	TSING YI HONG WAN ROAD	K&amp;T
青衣鄉事會路	TSING YI HEUNG SZE WUI ROAD	K&amp;T
青衣路	TSING YI ROAD	K&amp;T
青杏徑	TSING HANG PATH	TM
青沙公路	TSING SHA HIGHWAY	K&amp;T-SSP-ST
青尚里	TSING SHEUNG LANE	K&amp;T
青尚路	TSING SHEUNG ROAD	K&amp;T
青松徑	TSING CHUNG PATH	TM
青松觀路	TSING CHUNG KOON ROAD	TM
青河坊	TSING HO SQUARE	TM
青南街	TSING NAM STREET	K&amp;T
青柏徑	TSING PAK PATH	TM
青盈路	TSING YING ROAD	TM
青茵街	TSING YAN STREET	TM
青荃路	TSING TSUEN ROAD	K&amp;T-TW
青荔橋	TSING LAI BRIDGE	TW
青桃徑	TSING TO PATH	TM
青泰路	TSING TAI ROAD	TM
青海圍	TSING HOI CIRCUIT	TM
青高路	TSING KO ROAD	K&amp;T
青朗公路	TSING LONG HIGHWAY	YL-TM-TW-K&amp;T
青康路	CHING HONG ROAD	K&amp;T
青強街	TSING KEUNG STREET	K&amp;T
青菱徑	TSING LING PATH	TM
青善街	TSING SIN STREET	TM
青敬路	TSING KING ROAD	K&amp;T
青棉徑	TSING MIN PATH	TM
青湖坊	TSING WU SQUARE	TM
青發里	TSING FAT LANE	TM
青發街	TSING FAT STREET	TM
青葵公路	TSING KWAI HIGHWAY	K&amp;T-SSP
青葵徑	TSING KWAI PATH	TM
青雲路	TSING WUN ROAD	TM
青葉街	TSING YIP STREET	K&amp;T
青匯街	TSING WUI STREET	TM
青新徑	TSING SAN PATH	TM
青楊街	TSING YEUNG CIRCUIT	TM
青楊路	CHING YEUNG AVENUE	WTS
青福里	TSING FUK LANE	TM
青榕徑	BANYAN PATH	YL
青榕街	TSING YUNG STREET	TM
青碧街	TSING BIK STREET	TM
青翠徑	TSING CHUI PATH	TM
青綠街	TSING LUK STREET	K&amp;T
青蓮臺	CHING LIN TERRACE	C&amp;W
青賢街	TSING YIN STREET	TM
青嶼幹線	LANTAU LINK	TW-K&amp;T
青磚圍路	TSING CHUEN WAI ROAD	TM
青霞里	TSING HA LANE	TM
青鴻路	TSING HUNG ROAD	K&amp;T
青龍路	TSING LUNG ROAD	TM
青麟路	TSING LUN ROAD	TM
青欖路	TSING LAM ROAD	TM
金山路	GOLDEN HILL ROAD	ST
金夫人馳馬徑	LADY CLEMENTI'S RIDE	S-WC
金巴利街	KIMBERLEY STREET	YTM
金巴利道	KIMBERLEY ROAD	YTM
金巴倫道	CUMBERLAND ROAD	KC
金文泰道	CLEMENTI ROAD	WC
金水北路	KAM SHUI NORTH ROAD	YL
金水南路	KAM SHUI SOUTH ROAD	YL
金水路	KAM SHUI ROAD	YL
金池徑	KAM CHI PATH	WTS
金竹北路	GOLDEN BAMBOO ROAD NORTH	YL
金竹里	KAM CHUK LANE	WTS
金竹東路	GOLDEN BAMBOO ROAD EAST	YL
金坑路	KAM HANG ROAD	N
金松徑	CEDAR PATH	YL
金城道	KAM SHING ROAD	KC
金桃徑	PRUNUS PATH	YL
金華街	KAM WA STREET	E
金馬倫里	CAMERON LANE	YTM
金馬倫道	CAMERON ROAD	YTM
金馬麟山道	MOUNT CAMERON ROAD	WC
金祥坊	KAM CHEUNG SQUARE	YL
金粟徑	MAIZE PATH	YL
金粟街	CONSORT RISE	S
金源里	KAM YUEN LANE	E
金督馳馬徑	SIR CECIL'S RIDE	E-WC
金嘉街	KAM KA STREET	N
金翠路	KAM CHUI ROAD	N
金鳳街	KAM FUNG STREET	WTS
金輝徑	KAM FAI PATH	YL
金融街	FINANCE STREET	C&amp;W
金錢南路	KAM TSIN SOUTH ROAD	N
金錢徑	KAM TSIN PATH	N
金錢第一巷	KAM TSIN 1ST LANE	N
金錢第七巷	KAM TSIN 7TH LANE	N
金錢第九巷	KAM TSIN 9TH LANE	N
金錢第二巷	KAM TSIN 2ND LANE	N
金錢第八巷	KAM TSIN 8TH LANE	N
金錢第十一巷	KAM TSIN 11TH LANE	N
金錢第十二巷	KAM TSIN 12TH LANE	N
金錢第十三巷	KAM TSIN 13TH LANE	N
金錢第十四巷	KAM TSIN 14TH LANE	N
金錢第十巷	KAM TSIN 10TH LANE	N
金錢第三巷	KAM TSIN 3RD LANE	N
金錢第五巷	KAM TSIN 5TH LANE	N
金錢第六巷	KAM TSIN 6TH LANE	N
金錢第四巷	KAM TSIN 4TH LANE	N
金錢路	KAM TSIN ROAD	N
金龍臺	DRAGON TERRACE	WC
金鐘道	QUEENSWAY	C&amp;W-WC
兩塊田上路	LEUNG FAI TIN UPPER ROAD	SK
兩塊田下路	LEUNG FAI TIN LOWER ROAD	SK
兩儀坊	LEUNG I FONG	C&amp;W
念祖街	LIM CHO STREET	K&amp;T
林士街	RUMSEY STREET	C&amp;W
林安坊	LAM ON FONG	E
林村鄉公所路	LAM TSUEN HEUNG KUNG SHO ROAD	TP
林肯道	LINCOLN ROAD	KC
林盛路	LAM SHING ROAD	SK
林錦公路	LAM KAM ROAD	YL-TP
林錦公路交匯處	LAM KAM ROAD INTERCHANGE	TP
侯介賢街	HILL STREET	WC
侯王道	HAU WONG ROAD	KC
俊榮里	TSUN WING LANE	C&amp;W
俊賢坊	CHUN YIN SQUARE	YL
保仕徑	PROCESS WAY	WC
保平路	PO PING ROAD	N
保安道	PO ON ROAD	SSP
保健路	CLINIC ROAD	ST
保健路	PO KIN ROAD	N
保泰街	PO TAI STREET	ST
保榮路	PO WING ROAD	N
保德街	PO TUCK STREET	C&amp;W
保輝徑	PO FAI PATH	YL
信用街	SHUN YUNG STREET	KC
信芳街	SHUN FONG STREET	K&amp;T
信義街	SHUN YEE STREET	YTM
信德街	SHELTER STREET	WC
修打蘭街	SUTHERLAND STREET	C&amp;W
冠峰街	KWUN FUNG STREET	TM
冠冕臺	CROWN TERRACE	S
冠發街	KWUN FAT STREET	TM
冠業街	KWUN YIP STREET	E
前街	CHIN STREET	Is
南丁格爾路	NIGHTINGALE ROAD	YTM
南山邨道	NAM SHAN CHUEN ROAD	SSP
南山里	NAM SHAN LANE	SK
南山新村路	NAM SHAN SAN TSUEN ROAD	SK
南山路	NAM SHAN ROAD	Is
南氹灣路	NAM TAM WAN ROAD	Is
南生圍路	NAM SANG WAI ROAD	YL
南安里	NAM ON LANE	E
南安街	NAM ON STREET	E
南坑村路	NAM HANG TSUEN ROAD	YL
南角道	NAM KOK ROAD	KC
南里	SOUTH LANE	C&amp;W
南京街	NANKING STREET	YTM
南昌街	NAM CHEONG STREET	SSP
南風徑	NAM FUNG PATH	S
南風道	NAM FUNG ROAD	S
南海傍路	SOUTH SEAFRONT ROAD	Is
南朗山道	NAM LONG SHAN ROAD	S
南康街	NAM HONG STREET	E
南盛街	NAM SHING STREET	TP
南圍路	NAM WAI ROAD	SK
南運路	NAM WAN ROAD	TP
南寧街	NAM NING STREET	S
南慶西路	NAM HING WEST ROAD	YL
南慶東路	NAM HING EAST ROAD	YL
南頭街	NAM TAU STREET	YTM
南環路	SOUTH PERIMETER ROAD	Is
南邊圍一里	NAM PIN WAI 1ST LANE	YL
南邊圍七里	NAM PIN WAI 7TH LANE	YL
南邊圍九里	NAM PIN WAI 9TH LANE	YL
南邊圍二里	NAM PIN WAI 2ND LANE	YL
南邊圍八里	NAM PIN WAI 8TH LANE	YL
南邊圍十里	NAM PIN WAI 10TH LANE	YL
南邊圍三里	NAM PIN WAI 3RD LANE	YL
南邊圍五里	NAM PIN WAI 5TH LANE	YL
南邊圍六里	NAM PIN WAI 6TH LANE	YL
南邊圍四里	NAM PIN WAI 4TH LANE	YL
南邊圍西巷	NAM PIN WAI WESTERN LANE	YL
南邊圍東巷	NAM PIN WAI EASTERN LANE	YL
南邊圍路	NAM PIN WAI ROAD	SK
南灣坊	SOUTH BAY CLOSE	S
南灣徑	SOUTH BAY PATH	S
南灣道	SOUTH BAY ROAD	S
厚和街	HAU WO STREET	C&amp;W
厚誠街	HOUSTON STREET	WC
厚福街	HAU FOOK STREET	YTM
厚德里	HAU TAK LANE	WC
厚豐里	HAU FUNG LANE	WC
咸美頓街	HAMILTON STREET	YTM
品蘭街	PENTLAND STREET	KC
城市花園道	CITY GARDEN ROAD	E
城西道	SHING SAI ROAD	C&amp;W
城河道	SHING HO ROAD	ST
城門里	SHING MUN LANE	TW
城門道	SHING MUN ROAD	K&amp;T-TW
城門隧道	SHING MUN TUNNEL	ST-K&amp;T
城門隧道公路	SHING MUN TUNNEL ROAD	ST
城南道	SOUTH WALL ROAD	KC
城皇街	SHING WONG STREET	C&amp;W
奕蔭街	YIK YAM STREET	WC
威利蔴街	WILMER STREET	C&amp;W
威非路道	WHITFIELD ROAD	WC
威靈頓街	WELLINGTON STREET	C&amp;W
屋蘭士里	OAKLANDS PATH	C&amp;W
屋蘭士街	OAKLANDS AVENUE	C&amp;W
屏山里	PING SHAN LANE	YL
屏山南北路	PING SHAN NAM PAK ROAD	YL
屏竹里	PING CHUK LANE	YL
屏昌徑	PING CHEONG PATH	YL
屏信街	PING SHUN STREET	YL
屏柏里	PING PAK LANE	YL
屏健里	PING KIN LANE	YL
屏唐北街	PING TONG STREET NORTH	YL
屏唐西街	PING TONG STREET WEST	YL
屏唐東街	PING TONG STREET EAST	YL
屏唐南街	PING TONG STREET SOUTH	YL
屏康里	PING HONG LANE	YL
屏富徑	PING FU PATH	K&amp;T
