aaaa   日照時間
mmpphm 惡性循環
mmppls 惡性補習
mmppns 惡性不改
mmppoa 惡性倒閉
mmpsns 惡習不改
mmpw   一兩句話
mmpwen 惡貫滿盈
mmpydh 惡言相向
mmpydh 惡語相向
mmpylo 惡意中傷
mmpymj 惡意攻擊
mmpymo 惡衣惡食
mmpymy 惡言惡語
mmpyuy 惡意毀謗
mmqm   一致表示
mmqtm  二擇其一
mmqv   一致看好
mmqvq  二表姊夫
mmqyg  二手市場
mmrcd  二號分機
mmrxn  二路縱隊
mmsjkf 巧克力糖
mmskmm 巧奪天工
mmsmf  二局下半
mmsoc  二硫化鉬
mmsoc  二碳化鈣
mmsoh  二硫化物
mmsos  二硫化碳
mmssyk 巧取豪奪
mmst   一至於斯
mmstm  二硫基丙
mmsvti 巧婦難為
mmswo  二屆國代
mmsyf  二局上半
mmsynb 巧立名目
mmsyon 巧言令色
mmsyvh 巧言如簧
mmsz   一至於此
mmtfh  二萬五千
mmtho  二期稻作
mmtmh  二期工程
mmto   一百萬個
mmtp   一碧萬頃
mmufhd 玩火自焚
mmuhjg 玩物喪志
mmumph 玩票性質
mmuozh 玩命之徒
mmuphh 玩心很重
mmupnt 玩世不恭
mmupsj 玩忽職守
mmuzpa 玩歲愒時
mmvenj 震盪不安
mmvjco 震古鑠今
mmvjfo 震古爍今
mmvmhd 震天動地
mmvmov 震天價響
mmvmsd 震天駭地
mmvmw  二女一男
mmvmw  二女二男
mmvqob 震撼作用
mmvqop 震撼人心
mmvscy 震耳欲聾
mmvt   一面如舊
mmvy   一致好評
mmwbt  二甲胺基
mmwcp  二見鍾情
mmwec  二話沒說
mmwh   一丁點兒
mmwmv  二男一女
mmwmv  二男二女
mmwnc  二話不說
mmwz   一死了之
mmxoc  二級企業
mmydl  二虎相鬥
mmyh   一元方程
mmyhm  一元方程式
mmyi   一致認為
mmymm  二帝三王
mmyw   一致意見
mmzb   一面之辭
mmzc   一面之交
mmzeh  二連浩特
mmzhs  二進制碼
mmzm   一面之雅
mmzoh  二進位制
mmztm  二選其一
mmzx   一面之緣
mmzy   一面之詞
mmzy   一面之識
mmzz   一致通過
mnae   一觸即潰
mnaf   一觸即爆
mnal   一發即中
mnan   一觸即發
mncbih 頂膜禮拜
mncdmg 頂來頂去
mncfgq 頂尖高手
mncfoh 頂尖人物
mncham 頂風冒雨
mncibh 頂禮膜拜
mnckys 頂頭上司
mncmyd 頂天立地
mncngd 頂不起來
mncrr  丁鈴噹啷
mncvyg 頂好市場
mnedmj 瓊樓玉宇
mnedmt 瓊枝玉葉
mneieu 瓊州海峽
mnem   一飛沖天
mnepny 歿世不忘
mnevme 瓊漿玉液
mney   一不注意
mnfafj 烈日當空
mnffbj 烈焰騰空
mnfh   一鱗半爪
mnfhkh 烈血大風暴
mnfjnw 烈士陵園
mnfx   一階半級
mnhc   一發千鈞
mnhi   一不留神
mnhxq  丁種維生
mnhxqq 丁種維生素
mnjm   一不做二
mnlh   一鱗片爪
mnlw   一鱗片甲
mnmee  丁丁冬冬
mnmff  丁丁當當
mnmh   一鱗一爪
mnmj   一夕一朝
mnmn   一張一弛
mnmo   一粥一飯
mnmv   一子一女
mnnhey 列管流氓
mnnhja 列氏寒暑
mnnhja 列氏寒暑表
mnnhvk 列舉如右
mnnhvm 列舉如下
mnnimj 列祖列宗
mnnioq 列席代表
mnnioy 列席會議
mnnjdt 列寧格勒
mnnjoo 列寧全集
mnnjyt 列寧主義
mnnjyt 列支敦斯登
mnnjzo 列寧選集
mnnn   一發不可
mnnntz 列隊歡迎
mnnp   一不小心
mnpmkk 恐武有力
mnppcn 恐怖分子
mnppjo 恐怖事件
mnppma 恐怖電影
mnppon 恐怖份子
mnpppm 恐懼心理
mnppxx 恐怖組織
mnppyt 恐怖主義
mnrmkm 酩酊大醉
mnsh   一陣騷動
mnslqt 霧裡看花
mntdb  丁基橡膠
mntdb  丁苯橡膠
mntp   一夕歡愉
mntr   一名警員
mntv   一夕歡娛
mnuf   一子出家
mnxt   一色紗英
mnya   一登龍門
mnza   一夕之間
mnzw   一孔之見
mnzw   一隅之見
moaa   一個問題
moaz   一人得道
mobd   一年多來
mobhbo 丙等體位
mobvd  一年多以來
mock   一個鐘頭
mofj   一年半載
mofo   一個半個
mogk   一年到頭
mogo   一傳再傳
mogs   一年到尾
moha   一無所得
mohc   一飯千金
mohe   一代風流
mohhgw 珍重再見
mohhhh 珍稀動物
mohi   一無所成
mohi   一無所能
mohk   一無所有
mohk   一無所獲
mohk   一無所知
mohkwo 珍肴異饌
mohm   一命歸天
mohm   一命歸西
mohmmc 珍珠項鍊
mohn   一個鼻孔
mohn   一命歸陰
mohowr 珍禽異獸
mohp   一無所恃
mohpqo 珍惜生命
mohs   一個自己
mohs   一無所長
mohz   一併歸還
mohz   一個箭步
moibo  一個或多個
moigcs 零壹公司
moih   一份禮物
moiivm 零度以下
moiivy 零度以上
moikdo 零存整付
moimaa 零零星星
moimaz 玲瓏剔透
moimbb 零零亂亂
moimei 零下溫度
moimss 零零碎碎
moimtt 零零散散
moimtt 零零落落
moioho 零售物價
moiood 零售價格
moioxj 零售總額
moiqsy 零打碎敲
moisjs 零的突破
moiy   一無成就
moiysq 零敲碎打
mojh   一代宗師
mojo   一介寒儒
mokamb 攻關項目
mokdmg 攻來攻去
mokgqd 攻城掠地
moki   一人有慶
mokjba 攻守同盟
mokjoo 攻守俱佳
mokonj 攻無不克
mokono 攻人不備
mokozo 攻人之短
mokpiy 攻心為上
moktno 攻其不備
molp   一個中心
mols   一矢中的
momd   一人一機
mome   一雙一對
momg   一坐一起
momh   一個勁兒
momh   一倡一和
momh   一倡百和
momi   一年一度
momi   一年一次
moml   一飲而盡
momn   一內一外
momo   一個一個
momq   一介武夫
momr   一飯一啄
momr   一飲一啄
momt   一倡三歎
mons   一介不取
mons   一無可取
mont   一介不苟
mooc   一氧化鉛
mooh   一個餅印
mooh   一氧化物
mooj   一矢雙穿
mooo   一氧化氮
moos   一氧化碳
mooy   一人傳虛
mopeq  一個性對手
mopt   一坐皆驚
moqd   一年生植
moqmo  一個接一個
mori   一氣呵成
mori   一飽口福
morm   一年只要
morr   一命嗚呼
mosh   一無長物
mosi   一飽耳福
moss   一代巨擘
mosy   一條巨龍
mote   一條鞭法
motw   一仍舊貫
moty   一代英豪
moup   一佛出世
move   一條好漢
movj   一件好事
movn   一個女子
movo   一個女人
movo   一個好人
movy   一個以上
mowh   一年四季
mowi   一飽眼福
mowo   一個男人
moxy   一個統計
moym   一併處理
moyo   一代新人
moyo   一代豪傑
moyohm 霉氣衝天
moyr   一係就咁
moyy   一無是處
moyzfk 霉運當頭
moza   一念之間
mozb   一丘之貉
mozc   一人之交
mozh   一飯之德
mozj   一介之士
mozk   一人之力
mozl   一年之中
mozm   一人之下
mozm   一氣之下
mozt   一介之善
mozt   一念之差
mozv   一年之始
mozw   一飯之恩
mozy   一年之計
mozy   一念之誤
mpasor 殉職人員
mpath  死得其所
mpator 殉難人員
mpazfi 殉道精神
mpbb   一心多用
mpddb  死皮賴臉
mpefik 憂勞成疾
mpefvd 憂火如焚
mpelyy 憂患意識
mpemsn 憂形於色
mpeppp 憂心忡忡
mpepvd 憂心如焚
mpewmr 憂國憂民
mpged  死去活來
mpgk   一切都在
mpgo   一比高低
mpgy   一切都是
mphh   一切從簡
mphr   一切從嚴
mphy   一心向上
mpipym 酌情處理
mpjeu  死守江山
mpjfs  死者家屬
mpjnd  死守陣地
mpkhf  死灰復燃
mpkoj  死有餘辜
mpliq  死裡求生
mplzq  死裡逃生
mpmb   一心二用
mpmf   一切正常
mpmh   一心一德
mpmhe  死而復活
mpmk   一心一力
mpmmn  死要面子
mpmon  死而無怨
mpmop  死而無憾
mpmp   一句一句
mpmvs  死而後已
mpmy   一平二調
mpmy   一心一意
mpmy   一心一計
mpnkg  死不帶去
mpnmb  死不要臉
mpnny  死不承認
mpnrp  死不足惜
mpnwb  死不瞑目
mpnyc  死不認錯
mpodt  死傷枕藉
mpoee  死氣沈沈
mpoee  死氣沉沉
mpoey  死無對證
mpohd  死乞白賴
mpom   一心無二
mpony  死傷不計
mpool  死傷無數
mpoqq  死命掙扎
mppgd  死心塌地
mppj   一切皆空
mppwb  死也瞑目
mppwh  死心眼兒
mpqeq  死拉活拽
mpqko  死生有命
mpqy   一切措施
mprmo  死路一條
mpsjv  死於安樂
mpslo  死於非命
mpta   一世英明
mptbb  死難同胞
mpth   一切萬物
mptjfs 死難者家屬
mptn   一世英名
mptzy  死前遺言
mpvbo  死後多年
mpwnn  死罪可免
mpwq   一切眾生
mpwrn  死罪雖免
mpxfq  死纏爛打
mpxny  死纏不放
mpyjo  死亡案件
mpyol  死亡人數
mpysl  死記硬背
mpyyl  死亡證書
mpzagt 武昌起義
mpzdqy 武松打虎
mpzemc 武漢三鎮
mpzhpj 武術比賽
mpzhyj 武術競賽
mpzk   一世之雄
mpzkkg 武力犯臺
mpzmox 武王伐紂
mpzmwn 武功國小
mpzntg 武陵農場
mpzouf 武備學堂
mpzrnt 武器彈藥
mpzrvo 武器裝備
mpztgn 武藝高強
mpztrj 武警戰士
mpzvbn 武裝部隊
mpzvka 武裝力量
mpzvlb 武裝鬥爭
mpzvow 武裝侵略
mpzvtj 武裝警察
mqao   一拍即合
mqbb   一生受用
mqbj   一夫多妻
mqcc   一手交錢
mqco   一手交貨
mqde   一生相對
mqfa   一夫當關
mqfdf  耐火材料
mqff   一表堂堂
mqfhg  耐火黏土
mqfk   一生精力
mqfm   一招半式
mqgoc  耐熱合金
mqgq   一拖再拖
mqgq   一看再看
mqhc   一擲千金
mqim   一指神功
mqipi  耐磨性能
mqjg   一擲乾坤
mqkh   一技在身
mqkm   一生九死
mqky   一生希望
mqlh   一表非凡
mqlo   一表非俗
mqmb   一手一腳
mqmf   一掃而光
mqmi   一揮而成
mqmj   一夫一妻
mqmj   一掃而空
mqmjh  一夫一妻制
mqmp   一生一世
mqmq   一搭一擋
mqmr   一手一足
mqmt   一拍兩散
mqmt   一擲百萬
mqmy   一夫二主
mqmy   一揮而就
mqmy   一擁而上
mqmy   一生願望
mqnmf  耐不耐煩
mqod   一表人才
mqod   一表人材
mqoh   一技傍身
mqoh   一表人物
mqosr  耐人尋味
mqpy   一手包辦
mqqq   一手提拔
mqsw   一抒己見
mqvk   一生努力
mqys   一捅就破
mqzb   一夫之用
mqzm   一手遮天
mqzm   一拉之下
mqzm   一掛之下
mqzm   一推之下
mqzm   一提之下
mqzm   一摸之下
mqzm   一看之下
mqzn   一夫之勇
mqzs   一技之長
mqzy   一生之計
mraei  石門水庫
mraei  石門水庫
mray   一蹴即就
mrbg   一口同聲
mrbo   一別多年
mrbr   一口腥味
mrby   一口同音
mrecs  石油公司
mreee  石澳海灘
mreju  石油輸出
mreke  石沈大海
mreke  石沉大海
mremmw 瑕瑜互見
mrend  石油危機
mrenqm 瑕不掩瑜
mreom  石油化工
mreou  石油化學
mretq  石油勘探
mretzo 霞暮迷人
mreve  石澳後灘
mreyg  石油市場
mrfiy  石家庄市
mrfty  石家莊市
mrgqod 噩耗傳來
mrgr   一跌再跌
mrhi   一路風塵
mrhq   一路重挫
mria   一路福星
mrip   一吐為快
mrkfc  石頭火鍋
mrkv   一員大將
mrlh   一路順風
mrlwl  石牌國中
mrlwn  石牌國小
mrma   一蹴而得
mrmbvt 靈丹妙藥
mrmdmh 靈機一動
mrmdmn 靈機一觸
mrmedh 靈活機動
mrmezb 靈活運用
mrmg   一口一聲
mrmg   一哄而起
mrmg   一躍而起
mrmh   一唱一和
mrmh   一唱百和
mrmi   一呼百應
mrmi   一蹴而成
mrmiei 靈感湧現
mrmimd 靈感一來
mrmmey 靈魂深處
mrmn   一蹴而及
mrmozo 靈氣逼人
mrmpqe 靈性生活
mrmr   一唱三嘆
mrmt   一哄而散
mrmt   一唱三歎
mrmwja 靈異空間
mrmwok 靈異傳奇
mrmy   一呼百諾
mrmy   一哄而上
mrmy   一蹴而就
mrmzoj 靈通人士
mrni   一蹴可成
mrnn   一蹴可及
mrnq   一蹶不振
mrnv   一蹴可幾
mrogyh 歌壇新秀
mrohkh 歌和老街
mromc  石化工業
mromch 歌功頌德
mron   一路貨色
mrooap 歌舞昇平
mroob  石化作用
mroohp 歌舞升平
mroq   一路領先
mrpj   一路平安
mrqo   一品夫人
mrqx   一口拒絕
mrrao  石器時代
mrrdrd 哥本哈根
mrrj   一口咬定
mrropm 哥倫比亞
mrrtzh 哥斯達黎加
mrrzxo 哥達綱領
mrseg  石壁水塘
mrsmt  石破天驚
mrsmy  石壁石刻
mrssp  石硤尾
mrtebo 豆沙月餅
mrtibh 豆腐腦兒
mrto   一鳴驚人
mrttbo 豆蓉月餅
mrttot 豆蔻年華
mrtyhc 豆剖瓜分
mrtyx  石蕊試紙
mrya   一躍龍門
mrzm   一戰之下
msbhi  功敗垂成
msbo   一屁股債
msfmzt 瑪麗蓮夢露
msfq   一馬當先
msftzt 瑪莉蓮夢露
msghbi 功到自然成
msgs   一忍再忍
mshc   一髮千鈞
mshoa  功德無量
mshq   一展身手
mshs   一展所長
mshwe  功德圓滿
mshwe  功行圓滿
mshyf  功勳彪炳
mshyt  功利主義
msihx  功能系統
msihy  功能失調
msihz  功成身退
msins  功成不居
msiny  功成名就
msinz  功成名遂
msjj   一改故轍
msjmzo 霹靂遊俠
msksz  功大於過
msmdim 雪地冰天
msmeeh 雪泥鴻爪
msmf   一局下半
msmh   一刀兩段
msmjim 雪窖冰天
msmlzu 雪中送炭
msmm   一匡天下
msmo   一長一短
msmo   一長二短
msmotj 雪佛蘭車
msmr   一展歌喉
msmsgo 雪恥報仇
msmshw 雪恥復國
msmt   一馬一鞍
msmtll 雪花片片
msmtzd 雪花遍地
msmuub 雪山山脈
msmv   一刀兩斷
msmx   一砲而紅
msmyhr 雪虐風饕
msmyqq 雪卡毒素
msmysm 雪上加霜
msng   一臥不起
msnne  功不可沒
msoo   一覽無餘
msoz   一覽無遺
mspl   一馬平川
msqv   一砲打響
mssd   一展長才
mstmm  功蓋天下
mstwh  功首罪魁
msuhbm 厄瓜多爾
msuhof 配制飼料
msukbn 配套服務
msukmg 配在一起
msukqh 配套技術
msukyy 配套設施
msuogd 配合起來
msuowq 配合默契
msuyhh 配享千秋
mswo   一的男人
msyf   一局上半
msymh  功虧一簣
msywl  功率因數
msyyk  功率放大
msyykr 功率放大器
mszc   一己之慾
mszdq  功過相抵
mszh   一己之私
mszk   一臂之力
mszm   一聽之下
mszw   一己之見
mtaeqe 醋海生波
mtamxx 醋酸纖維
mtawm  亞得里亞
mtawme 亞得里亞海
mtbdyt 霸權主義
mtbgrh 厲聲叱斥
mtbhhs 厲兵秣馬
mtbhhx 厲行節約
mtbmsy 霸王硬上弓
mtbvl  亞軍獎牌
mtdao  亞東關係
mtdmc  亞東工業
mtdmi  亞東工專
mteds  亞洲地區
mtee   一葦渡江
mteew  亞洲各國
mtemi  亞洲電視
mteoy  亞洲信託
mtewf  亞洲國家
mtfljt 亞當史密斯
mtgkds 亞熱帶地區
mtgkoo 亞熱帶氣候
mthadn 形影相弔
mthany 形影不離
mthbnr 形同陌路
mthbyy 形同虛設
mthcby 形銷骨立
mthes  亞利桑那
mthesi 亞利桑那州
mthexi 亞利桑納州
mthgns 形勢發展
mthh   一葉扁舟
mthiyy 形態意識
mthj   一落千丈
mthjek 形容消瘦
mthjlm 形容盡致
mthjo  亞利安人
mthjpp 形容憔悴
mthmnn 形形色色
mthmyt 形式主義
mthmyu 形而上學
mthmzj 形式邏輯
mthnoh 形色倉皇
mthnth 形象藝術
mthnwx 形象思維
mtho   一期稻作
mthrao 形單影隻
mthrnp 形跡可疑
mthtk  亞特蘭大
mthvdd 形如槁木
mthyhw 形諸筆墨
mthyjo 形音輸入法
mtjh   一葉輕舟
mtkds  亞太地區
mtkh   一葉知秋
mtkx   一樣大細
mtkxoo 亞太經合會
mtky   一花獨放
mtloy  亞非會議
mtmd   一草一木
mtmnp  亞原子性
mtmuk  亞歷山大
mtmv   一前一後
mtnboi 刑部侍郎
mtnjei 刑事法庭
mtnjjo 刑事案件
mtnjkw 刑事犯罪
mtnjqo 刑事責任
mtnjtj 刑事警察
mtnjyc 刑事處分
mtnjyy 刑事訴訟
mtnjyy 刑事訴訟法
mtntom 刑期無刑
mtnv   一樣可以
mtoej  亞倫派克
mtomec 璞玉渾金
mtomto 厥功甚偉
mtoqb  亞伯拉罕
mtpkh  亞皆老街
mtskn  亞歐大陸
mtsms  亞硫酸鹽
mtsms  亞磷酸鹽
mtsne  亞馬孫河
mtsnn  亞聖孟子
mtsr   一夔已足
mtszcd 亞馬遜盆地
mtsze  亞馬遜河
mtszy  亞馬遜族
mtths  亞美利加
mtthse 亞美利加洲
mtto   一萬萬個
mttsm  亞美尼亞
mttsmo 亞美尼亞人
mtwjbh 亞里士多德
mtwtbh 亞里斯多德
mtxme  亞細亞洲
mtzzq  亞運選手
muaaa  電影明星
muacs  電影公司
muayd  電影劇本
mubhm  電腦程式
mubhx  電腦系統
mubjch 瑞士銀行
mubjj  電腦教室
mubjo  電腦軟件
mubjy  電腦教育
mubkh  電腦老師
mublp  電腦中心
mubxw  電腦繪圖
mubxx  電腦網絡
mubyo  電腦設備
mucfcn 頑劣分子
mucmwk 頑石點頭
mucwon 頑固份子
mucymn 頑童歷險記
mudmh  電機工程
mueaa  電源開關
mueni  電流強度
muexm  電流繼電
muexmr 電流繼電器
mufmf  電光石火
muhlp  電算中心
muhmb  電動玩具
muhqj  電動打字
muhqjd 電動打字機
muhsz  電動馬達
muics  電視公司
muihb  電台節目
muihb  電視節目
muihx  電視系統
muiih  電視廣告
muiiq  電視廣播
muijq  電視直播
muijq  電視轉播
muiju  電視教學
muiku  電視大學
muimw  電視電話
muionh 蠶食鯨吞
muiqv  電視接收
muiqvd 電視接收機
muitw  電視觀眾
muiyj  電視記者
muiyw  電視講話
muizxy 電視連續劇
muizz  電視頻道
mukcs  電力公司
mukdj  電力機車
mukelj 酗酒鬧事
mukmc  電力工業
mukoi  電力供應
mumd   一覺醒來
mummi  電壓互感
mummir 電壓互感器
mumo   一出一入
mumta  電玩美眉
munah  電子顯微
munahc 電子顯微鏡
munhh  電子郵箱
munho  電子郵件
munhx  電子系統
munir  電除塵器
munmc  電子工業
munmj  電解電容
munmjr 電解電容器
munmo  電子元件
munmr  電子電路
munoh  電子伏特
munor  電子儀器
munpo  電子情人
munqh  電子技術
munqh  電子控制
munrd  電子器材
munro  電子器件
munvb  電子媒體
munyh  電子計算
munyhd 電子計算機
munyn  電子商務
munyr  電子產品
munyv  電子音樂
muobr  電氣用品
muohx  電信系統
muoiy  電傳視訊
muoju  電化教學
muord  電信器材
musii  電磁感應
musjh  電磁輻射
musqe  電磁振盪
musqt  電磁振蕩
muwcqd 電話交換機
muwhx  電話系統
muwoy  電話會議
muwrs  電話號碼
muwsvr 電話的響號
muxgf  電線走火
muybn  電訊服務
muyob  電離作用
muyoo  電訊條例
muyss  電訊局長
muyssn 電訊局長可
muysss 電訊局長的
muyyg  電訊市場
muyygo 電訊市場內
muyygs 電訊市場的
muznn  電導飛彈
mvah   一如既往
mvbdho 脣槍舌劍
mvbxzh 脣紅齒白
mvbyzj 脣亡齒寒
mvbzdo 脣齒相依
mvcnmo 要錢不要命
mvfj   一以當十
mvfm   一以當百
mvhf   一如往常
mvhhre 牙白口清
mvhhsq 牙科醫生
mvhhyh 牙科診所
mvhmuy 牙牙學語
mvhsco 牙醫公會
mvht   一如往昔
mvicmr 瓦釜雷鳴
mvingu 瓦解土崩
mvinic 瓦解冰銷
mvipg  要求也高
mvivo  要求女人
mvmbks 互爭雄長
mvmboo 互助合作
mvmdap 互相關切
mvmdav 互相影響
mvmddd 互相標榜
mvmdgb 互相幫助
mvmdjq 互相支持
mvmdmk 互相殘殺
mvmdoz 互相促進
mvmdps 互相切磋
mvmdth 互相尊重
mvmdus 互相學習
mvmeko 互派大使
mvmhao 互動關係
mvmhmi 互動電視
mvmhmj 互利互惠
mvmihq 互為奧援
mvmioo 互為條件
mvmiww 互為因果
mvmjhz 互惠待遇
mvmjjj 互惠協定
mvmjmu 互教互學
mvmjox 互惠條約
mvmkbn 互有勝負
mvmkjy 互有輸贏
mvmmao 互致問候
mvmndy 互不相讓
mvmnme 互不干涉
mvmnok 互不侵犯
mvmomh 互信互重
mvmomy 互信互諒
mvmook 互信無猜
mvmrtk 互別苗頭
mvmw   一女一男
mvmyth 互謀其利
mvmzgo 互通聲氣
mvmzko 互通有無
mvmzmh 互道珍重
mvnms  要不要緊
mvqmm  要生要死
mvqwjd 辱國喪權
mvrdho 唇槍舌劍
mvrdhr 唇槍舌戰
mvrhzb 唇舌之爭
mvrxzh 唇紅齒白
mvryzj 唇亡齒寒
mvrzdo 唇齒相依
mvrzzq 唇齒之邦
mvskjr 勁頭十足
mvti   一將難求
mvuyzv 旡妄之災
mvwz   一以貫之
mvyb   一彎新月
mvynf  要言不煩
mvyno  要言不繁
mvzm   一怒之下
mwaj   一眼關七
mwbmy  面目一新
mwbmy  面貌一新
mwbnp  面目可憎
mwbof  面目無光
mwbol  面目全非
mwbol  面貌全非
mwcp   一見鍾情
mwefeh 夏爐冬扇
mwehee 夏禹治水
mweij  面對現實
mweikh 夏威夷島
mweiki 夏威夷州
mweiks 夏威夷群島
mweoaa 夏令時間
mweohq 夏令衛生
mwew   一團漆黑
mwfhoo 票房價值
mwfhyc 票房記錄
mwfmoo 票面價值
mwfqcq 票據交換
mwfqcq 票據交換所
mwfv   一男半女
mwfzye 票選辦法
mwgbif 理財專家
mwgdyt 理想主義
mwgfvz 理當如此
mwghfb 理所當然
mwghku 理科大學
mwgjov 理直氣壯
mwgmku 理工大學
mwgmun 理工學院
mwgnmo 理不理會
mwgofy 理無常是
mwgpyt 理性主義
mwgpyy 理性認識
mwgspy 理屈心虛
mwgsyj 理屈詞窮
mwgujj 理學博士
mwgyhu 理論科學
mwgypy 理虧心虛
mwgyqz 理論指導
mwgysj 理論研究
mwgyts 理論基礎
mwhio  面向社會
mwho   一團和氣
mwhpw  面向世界
mwhyg  面向市場
mwibmz 戛然而止
mwip   一睹為快
mwkgn  面有喜色
mwkhh  面帶微笑
mwkhj  面帶笑容
mwktn  面有菜色
mwktn  面有難色
mwmc   一國三公
mwmd   一貫下來
mwmdy  面面相覷
mwme   一點一滴
mwmf   一了百當
mwmg   一買一賣
mwmh   一國二制
mwmh   一國兩制
mwmog  面面俱到
mwmpt  面惡心善
mwmv   一男一女
mwmv   一男二女
mwmw   一了百了
mwnb   一見發財
mwnhls 副秘書長
mwnhrs 副委員長
mwni   一瞑不視
mwniys 副參謀長
mwnjys 副官處長
mwnmjs 副理事長
mwnsjr 副研究員
mwnsn  面不改色
mwnsoo 副召集人
mwnth  面色蒼白
mwntjs 副董事長
mwnwvx 副甲狀線
mwnxso 副總司令
mwnxxj 副總編輯
mwnxxm 副總經理
mwnyly 副詞片語
mwnyoh 副主任委
mwnyoh 副主任委員
mwoc   一貫作業
mwoh   一貫作風
mwohn  面無血色
mwoon  面無人色
mwop   一見傾心
mwpe   一點也沒
mwpn   一點也不
mwqb   一瞻丰采
mwqdj  面授機宜
mwqg   一眼看去
mwqj   一眼看穿
mwqm   一回生二
mwswz  面壁思過
mwtbk  面黃肌瘦
mwtok  面黃飢瘦
mwtpm  面善心惡
mwvbtk 環肥燕瘦
mwvecr 環湖公路
mwvejr 環河南路
mwvelr 環河北路
mwvgcr 環城公路
mwvgee 環境污染
mwvghq 環境衛生
mwvgn  面如土色
mwvgoh 環境食物局
mwvgot 環境優美
mwvgoy 環境保育
mwvgoy 環境保護
mwvhhh 環節動物
mwvhwb 環顧四周
mwvhwz 環顧四週
mwvhyh 環島旅行
mwvj   一見如故
mwvmdq 環環相扣
mwvmk  面如死灰
mwvmnv 環球小姐
mwvmyh 環球旅行
mwvodb 環氧樹脂
mwvonf 環氧乙烷
mwvows 環保署長
mwvt   一見如舊
mwvucr 環山公路
mwvzpw 環遊世界
mwxsg  面紅耳熱
mwxsg  面紅耳赤
mwyc   一貫方針
mwycf  一點六八米
mwyg   一貫立場
mwyn   一貫主張
mwyof  面上無光
mwyt   一點就著
mwzm   一睹之下
mwzm   一瞧之下
mwzs   一國之君
mwzy   一國之主
mxiq   一網成擒
mxjy   一紙空文
mxky   一線希望
mxlq   一網盡掃
mxmm   一統天下
mxmy   一絲一毫
mxnq   一絲不掛
mxnt   一絲不苟
mxnt   一絲不茍
mxoc   一級企業
mxqd   一線生機
mxql   一網打盡
mxzg   一經此劫
mxzn   一線之隔
myad   一記悶棍
myata  下星期日
myatf  下星期五
myatm  下星期一
myatm  下星期三
myatm  下星期二
myatw  下星期四
myaty  下星期六
myau   一言既出
mydeto 醇酒美人
mydevo 醇酒婦人
mydje  下地幹活
mydoa  下地無門
myeio  下流社會
myemc  下游工業
myeoj  下流人士
myep   一旁涼快
myeti  下水典禮
myfp   一言半句
myfy   一言半語
myfy   一餐半餐
mygaz  下城門道
mygmnj 斑斑可考
mygpj  下場比賽
mygy   一誤再誤
mygy   一讀再讀
myhc   一刻千金
myhc   一言千金
myhc   一諾千金
myhe   一夜風流
myhe   一親香澤
myhhy  下筆千言
myhih  下筆成篇
myhiy  下筆成章
myhk   一夜白頭
myhmj  下行列車
myhq   一言興邦
myij   一言為定
myim   一語成殲
myimth 下台一鞠躬
myiy   一語成讖
myjal  下載時數
myjczy 醉翁之意
myjdd  下七木橋
myjdj  下載檔案
myjeen 醉酒灣防線
myjep  下定決心
myjis  下載專區
myjov  下車伊始
myjq   一言喪邦
myjqtm 醉生夢死
myjwpp 醉眼惺忪
myjzx  下載連結
myke   一衣帶水
mykko  下大力氣
mykmq  下大工夫
myktd  下有蘇杭
mykw   一言九鼎
mylaa  下片時間
myls   一言中的
myls   一語中的
mymaa  下班時間
mymat  下下星期
mymh   一言一行
mymhmq 下一番功夫
mymj   一夜致富
mymjm  下列事項
mymk   一望而知
myml   一龍一蛇
mymm   一上一下
mymmd  下一班機
mymmh  下一班船
mymmj  下一班車
mymnh  下一階段
mymob  下下個月
mymog  下列位址
mymy   一言一語
mymzh  下下之策
mynh   一意孤行
mynh   一言不和
mynio  下不為例
mynn   一文不名
mynn   一言不發
mynn   一語不發
myno   一文不值
myno   一言不合
mynt   一毫不差
mynwg  下不了臺
mynwi  下不了台
myoa   一語雙關
myoat  下個星期
myofa  下午五時
myog   一望無垠
myohc  一諾值千金
myoma  下午一時
myon   一望無際
myopx  下個世紀
myot   一夜無夢
myowd  下攸田村
myoz   一望無邊
myph   一瓣心香
mypxl  下世紀初
mypyz  下情上達
myrhi  下跪行禮
mysb   一新耳目
mysio  下層社會
mysmoz 下的百份之
mysqt  下馬看花
myss   一語破的
mysxx  下層組織
myte   一親芳澤
myted  下葵涌村
mytl   一言難盡
mytm   一語驚醒
mytna  下落不明
mytz   一言蔽之
myumsh 琉球群島
myvaza 霎時之間
myvo   一文如命
myvsza 霎那之間
myvt   一言以蔽
myvzud 釀造出來
mywao  下里巴人
mywcn  下回分解
myxda  下級機關
myxro  下級單位
myxxx  下級組織
myyaa  下課時間
myyk   一試就知
myza   一夜之間
myzjo  下逐客令
myzjo  下遂客令
myzm   一試之下
myzm   一調之下
myzs   一語道破
mzbdm  正冠李下
mzblm  正月初一
mzblm  正月初三
mzblm  正月初二
mzbmb  正多面體
mzbnm  正多角形
mzbxs  正冠納履
mzbzm  正多邊形
mzdee  正本清源
mzfayn 焉得虎子
mzfdt  正當權益
mzfhi  正常秩序
mzfhi  正當行為
mzfkli 焉知非福
mzfml  正當理由
mzfmo  正常工作
mzfnm  正五角形
mzfsqe 正常的生活
mzfz   一些半些
mzfzm  正五邊形
mzgo   一步到位
mzhmm  正反兩面
