ch,rank,jyutpi,tone
嫌,2431,jim4,4
聰,2432,cung1,1
哦,2433,ngo4,4
廚,2434,cyu4,4
梭,2435,so1,1
祁,2436,kei4,4
肆,2437,si3,3
贈,2438,zang6,6
鉗,2439,kim4,4
龐,2440,pong4,4
崖,2441,ngaai4,4
醜,2442,cau2,2
籃,2443,laam4,4
并,2444,bing6,6
甸,2445,din6,6
胖,2446,bun6,6
藻,2447,zou2,2
誇,2448,kwaa1,1
搗,2449,dou2,2
撕,2450,si1,1
詔,2451,ziu3,3
貞,2452,zing1,1
慈,2453,ci4,4
炕,2454,hong3,3
賜,2455,ci3,3
卓,2456,coek3,3
汛,2457,seon3,3
瓊,2458,king4,4
鏟,2459,caan2,2
撓,2460,naau4,4
棵,2461,po1,1
灶,2462,zou3,3
饋,2463,gwai3,3
嬰,2464,jing1,1
祭,2465,zai3,3
膚,2466,fu1,1
蒂,2467,dai3,3
衫,2468,saam1,1
侖,2469,leon4,4
傑,2470,git6,6
勉,2471,min5,5
瀝,2472,lik1,1
滬,2473,wu6,6
逸,2474,jat6,6
嗓,2475,song1,1
暈,2476,wan4,4
浦,2477,pou4,4
蜜,2478,mat6,6
膏,2479,gou1,1
艾,2480,ngaai6,6
贏,2481,jeng4,4
兔,2482,tou3,3
孕,2483,jan6,6
憐,2484,lin4,4
扮,2485,baan6,6
蒲,2486,pou4,4
鵝,2487,ngo4,4
嚦,2488,lik6,6
挪,2489,no4,4
淑,2490,suk6,6
謠,2491,jiu4,4
廊,2492,long4,4
懼,2493,geoi6,6
緬,2494,min5,5
俘,2495,fu1,1
咽,2496,jit3,3
驕,2497,giu1,1
宰,2498,zoi2,2
陡,2499,dau2,2
僱,2500,gu3,3
峻,2501,zeon3,3
惱,2502,nou5,5
腺,2503,sin3,3
誕,2504,daan3,3
夷,2505,ji4,4
愉,2506,jyu4,4
獵,2507,lip6,6
魔,2508,mo1,1
喲,2509,jo1,1
扛,2510,gong1,1
葛,2511,got3,3
蔭,2512,jam3,3
銨,2513,ngon1,1
脊,2514,zek3,3
倚,2515,ji2,2
扁,2516,bin2,2
杏,2517,hang6,6
橢,2518,to5,5
溴,2519,cau3,3
滯,2520,zai6,6
苛,2521,ho1,1
鈔,2522,caau1,1
錳,2523,maang5,5
鑲,2524,soeng1,1
捏,2525,nip6,6
斬,2526,zaam2,2
氓,2527,maang4,4
傲,2528,ngou6,6
僵,2529,goeng1,1
匆,2530,cung1,1
屑,2531,sit3,3
燙,2532,tong3,3
衍,2533,jin2,2
郁,2534,wat1,1
鹵,2535,lou5,5
攏,2536,lung5,5
裸,2537,lo2,2
邪,2538,ce4,4
坊,2539,fong1,1
渴,2540,hot3,3
舅,2541,kau5,5
泄,2542,sit3,3
翔,2543,coeng4,4
廈,2544,haa6,6
櫃,2545,gwai6,6
欽,2546,jam1,1
窖,2547,gaau3,3
貓,2548,maau1,1
媒,2549,mui4,4
脾,2550,pei4,4
噪,2551,cou3,3
晝,2552,zau3,3
蛇,2553,se4,4
耙,2554,paa4,4
耿,2555,gang2,2
曇,2556,taam4,4
秤,2557,cing3,3
粱,2558,loeng4,4
糕,2559,gou1,1
衷,2560,zung1,1
販,2561,faan5,5
辰,2562,san4,4
哇,2563,waa1,1
囑,2564,zuk1,1
宦,2565,waan6,6
扔,2566,jing4,4
杉,2567,caam3,3
詐,2568,zaa3,3
吁,2569,heoi1,1
岡,2570,gong1,1
廓,2571,gwok3,3
悔,2572,fui3,3
皂,2573,zou6,6
氰,2574,cing1,1
肴,2575,ngaau4,4
剎,2576,saat3,3
勺,2577,soek3,3
寓,2578,jyu6,6
瑪,2579,maa5,5
矢,2580,ci2,2
垮,2581,kwaa1,1
淘,2582,tou4,4
瓣,2583,faan6,6
筍,2584,seon2,2
罕,2585,hon2,2
鍾,2586,zung1,1
喇,2587,laa1,1
帕,2588,paak3,3
恭,2589,gung1,1
摔,2590,seot1,1
桉,2591,on1,1
秉,2592,bing2,2
銘,2593,ming4,4
鬚,2594,sou1,1
齋,2595,zaai1,1
儉,2596,gim6,6
叭,2597,baa1,1
帆,2598,faan4,4
瘤,2599,lau4,4
砸,2600,zaap3,3
祼,2601,gun3,3
篷,2602,pung4,4
肢,2603,zi1,1
藤,2604,tang4,4
拐,2605,gwaai2,2
脖,2606,but6,6
暑,2607,syu2,2
瞪,2608,dang6,6
殲,2609,cim1,1
竿,2610,gon1,1
笙,2611,saang1,1
蘊,2612,wan5,5
酮,2613,tung4,4
嘩,2614,waa1,1
瞎,2615,hat6,6
刃,2616,jan6,6
嵌,2617,ham3,3
楔,2618,sit3,3
紮,2619,zaat3,3
藉,2620,zik6,6
喘,2621,cyun2,2
廂,2622,soeng1,1
撾,2623,gwo1,1
枚,2624,mui4,4
粵,2625,jyut6,6
咸,2626,haam4,4
拴,2627,saan1,1
爪,2628,zaau2,2
甩,2629,lat1,1
膝,2630,sat1,1
懇,2631,han2,2
腕,2632,wun2,2
娓,2633,mei5,5
屢,2634,leoi5,5
熄,2635,sik1,1
錨,2636,maau4,4
噹,2637,dong1,1
忌,2638,gei6,6
愧,2639,kwai3,3
丸,2640,jyun2,2
圃,2641,pou2,2
榨,2642,zaa3,3
荊,2643,ging1,1
騷,2644,sou1,1
屯,2645,tyun4,4
毯,2646,taam2,2
蒜,2647,syun3,3
蠋,2648,zuk1,1
俯,2649,fu2,2
弗,2650,fat1,1
梢,2651,saau1,1
衙,2652,ngaa4,4
鹿,2653,luk6,6
扒,2654,paa4,4
灑,2655,saa2,2
轎,2656,giu2,2
啞,2657,aa2,2
壘,2658,leoi5,5
諒,2659,loeng6,6
賤,2660,zin6,6
踢,2661,tek3,3
棕,2662,zung1,1
泳,2663,wing6,6
泌,2664,bat6,6
渥,2665,ak1,1
滔,2666,tou1,1
銜,2667,haam4,4
餉,2668,hoeng2,2
吻,2669,man5,5
擱,2670,gok3,3
梨,2671,lei4,4
櫻,2672,jing1,1
熬,2673,ngou4,4
奠,2674,din6,6
姨,2675,ji4,4
乒,2676,bing1,1
惕,2677,tik1,1
聘,2678,ping3,3
鄆,2679,wan6,6
冀,2680,kei3,3
綁,2681,bong2,2
咖,2682,gaa1,1
尉,2683,wai3,3
裹,2684,gwo2,2
酥,2685,sou1,1
寡,2686,gwaa2,2
彥,2687,jin6,6
啡,2688,fe1,1
稠,2689,cau4,4
拼,2690,ping3,3
擅,2691,sin6,6
汝,2692,jyu5,5
汰,2693,taai3,3
蚌,2694,pong5,5
鈍,2695,deon6,6
銹,2696,sau3,3
捆,2697,kwan2,2
敞,2698,cong2,2
遜,2699,seon3,3
雀,2700,zoek3,3
棟,2701,dung6,6
謹,2702,gan2,2
鯉,2703,lei5,5
咳,2704,kat1,1
搏,2705,bok3,3
葫,2706,wu4,4
賄,2707,kui2,2
鱗,2708,leon4,4
占,2709,zim3,3
塌,2710,taap3,3
忉,2711,dou1,1
謊,2712,fong1,1
咋,2713,zaa1,1
怖,2714,bou3,3
戊,2715,mou6,6
桔,2716,gat1,1
膩,2717,nei6,6
龜,2718,gwai1,1
嘻,2719,hei1,1
墳,2720,fan4,4
禾,2721,wo4,4
坎,2722,ham1,1
拇,2723,mou5,5
摻,2724,caam1,1
煽,2725,sin3,3
獅,2726,si1,1
寇,2727,kau3,3
梗,2728,gang2,2
鷹,2729,jing1,1
哄,2730,hung3,3
胳,2731,gaak3,3
莽,2732,mong5,5
雯,2733,man4,4
傻,2734,so4,4
喻,2735,jyu6,6
坪,2736,ping4,4
淵,2737,jyun1,1
糠,2738,hong1,1
涅,2739,nip6,6
跪,2740,gwai6,6
釗,2741,ciu1,1
侮,2742,mou5,5
奕,2743,jik6,6
枕,2744,zam2,2
膛,2745,tong4,4
蕊,2746,jeoi5,5
譬,2747,pei3,3
兌,2748,deoi3,3
寥,2749,liu4,4
扼,2750,aak1,1
辮,2751,bin1,1
腥,2752,seng1,1
郝,2753,gok3,3
戍,2754,syu3,3
曬,2755,saai3,3
耦,2756,ngau5,5
蹄,2757,tai4,4
鈞,2758,gwan1,1
匈,2759,hung1,1
屁,2760,pei3,3
戥,2761,dang2,2
樁,2762,zong1,1
瞿,2763,geoi3,3
誦,2764,zung6,6
倦,2765,gyun6,6
嶼,2766,jyu4,4
抒,2767,syu1,1
涵,2768,haam4,4
袍,2769,pou4,4
釣,2770,diu3,3
嗣,2771,zi6,6
忿,2772,fan5,5
敷,2773,fu1,1
湜,2774,sat6,6
聊,2775,liu4,4
虹,2776,hung4,4
蹈,2777,dou6,6
鹹,2778,haam4,4
嗯,2779,ng2,2
姬,2780,gei1,1
淒,2781,cai1,1
燦,2782,caan3,3
狡,2783,gaau2,2
糙,2784,cou3,3
蹬,2785,dang1,1
僧,2786,zang1,1
嗨,2787,hei1,1
栖,2788,cai1,1
笨,2789,ban6,6
辜,2790,gu1,1
枉,2791,wong2,2
翰,2792,hon6,6
茨,2793,ci4,4
諷,2794,fung3,3
呱,2795,gu1,1
岐,2796,kei4,4
嶄,2797,zaam2,2
棗,2798,zou2,2
咕,2799,gu1,1
攬,2800,laam2,2
洶,2801,hung1,1
澇,2802,lou6,6
焚,2803,fan4,4
猴,2804,hau4,4
耍,2805,saa2,2
趟,2806,tong3,3
傍,2807,bong6,6
劈,2808,pek3,3
爵,2809,zoek3,3
璋,2810,zoeng1,1
虜,2811,lou5,5
鍍,2812,dou6,6
昔,2813,sik1,1
瞅,2814,cau2,2
踩,2815,caai2,2
迄,2816,hat1,1
鑰,2817,joek6,6
汞,2818,hung3,3
祺,2819,kei4,4
詭,2820,gwai2,2
魄,2821,paak3,3
嘲,2822,zaau1,1
惶,2823,wong4,4
贓,2824,zong1,1
咐,2825,fu3,3
歉,2826,hip3,3
癌,2827,ngaam4,4
廬,2828,lou4,4
扳,2829,paan1,1
聶,2830,nip6,6
芡,2831,him3,3
軀,2832,keoi1,1
鄙,2833,pei2,2
擰,2834,ling2,2
煌,2835,wong4,4
襄,2836,soeng1,1
貶,2837,bin2,2
隋,2838,ceoi4,4
佑,2839,jau6,6
寵,2840,cung2,2
懶,2841,laan5,5
栓,2842,saan1,1
滇,2843,din1,1
炊,2844,ceoi1,1
謇,2845,gin2,2
憾,2846,ham6,6
裙,2847,kwan4,4
贛,2848,gam3,3
駱,2849,lok3,3
兜,2850,dau1,1
孵,2851,fu1,1
曝,2852,buk6,6
泣,2853,jap1,1
猖,2854,coeng1,1
痼,2855,gu3,3
盥,2856,fun2,2
絮,2857,seoi5,5
韻,2858,wan5,5
噢,2859,juk1,1
曠,2860,kwong3,3
洴,2861,ping4,4
盞,2862,zaan2,2
眷,2863,gyun3,3
茄,2864,ke4,4
暮,2865,mou6,6
榴,2866,lau4,4
淆,2867,ngaau4,4
濺,2868,zin1,1
煎,2869,zin1,1
琪,2870,kei4,4
鰲,2871,ngou4,4
乞,2872,hat1,1
吼,2873,haau1,1
唧,2874,zek1,1
噠,2875,daat6,6
巢,2876,caau4,4
槐,2877,waai4,4
沛,2878,pui3,3
蜇,2879,zit3,3
蜀,2880,suk6,6
賺,2881,zaan6,6
陛,2882,bai6,6
冪,2883,mik6,6
咒,2884,zau3,3
堯,2885,jiu4,4
捍,2886,hon5,5
昇,2887,sing1,1
鉸,2888,gaau2,2
叮,2889,ding1,1
煥,2890,wun6,6
煞,2891,saat3,3
耽,2892,daam1,1
褂,2893,gwaa3,3
募,2894,mou6,6
揀,2895,gaan2,2
搓,2896,caai1,1
淹,2897,jim1,1
釜,2898,fu2,2
鉻,2899,gok3,3
雹,2900,bok6,6
灼,2901,coek3,3
瑰,2902,gwai1,1
鄒,2903,zau1,1
鰱,2904,lin4,4
嬌,2905,giu1,1
彰,2906,zoeng1,1
焉,2907,jin1,1
荐,2908,zin3,3
躬,2909,gung1,1
匙,2910,si4,4
咯,2911,gaak3,3
庶,2912,syu3,3
惹,2913,je5,5
淪,2914,leon4,4
琳,2915,lam4,4
畔,2916,bun6,6
蛤,2917,gaap3,3
鶴,2918,hok6,6
斃,2919,bai6,6
漬,2920,zi3,3
皖,2921,wun5,5
禹,2922,jyu5,5
邢,2923,jing4,4
卒,2924,zeot1,1
庵,2925,am1,1
淫,2926,jam4,4
竄,2927,cyun3,3
繃,2928,bang1,1
翹,2929,kiu4,4
簞,2930,daan1,1
陌,2931,mak6,6
兇,2932,hung1,1
巫,2933,mou4,4
柜,2934,gwai6,6
玫,2935,mui4,4
膊,2936,bok3,3
韃,2937,taat3,3
拂,2938,fat1,1
瀾,2939,laan4,4
綏,2940,seoi1,1
蕉,2941,ziu1,1
贖,2942,suk6,6
雇,2943,gu3,3
囪,2944,coeng1,1
寅,2945,jan4,4
稚,2946,zi6,6
縷,2947,lau5,5
賭,2948,dou2,2
躁,2949,cou3,3
鋤,2950,co4,4
頰,2951,haap3,3
庚,2952,gang1,1
氦,2953,hoi6,6
珊,2954,saan1,1
苟,2955,gau2,2
薦,2956,zin3,3
蛭,2957,zat6,6
蛻,2958,teoi3,3
酌,2959,zoek3,3
魁,2960,fui1,1
撇,2961,pit3,3
朕,2962,zam6,6
燾,2963,dou6,6
蔓,2964,maan4,4
豌,2965,wun1,1
逗,2966,dau6,6
閨,2967,gwai1,1
佃,2968,din6,6
侄,2969,zat6,6
桅,2970,wai4,4
熒,2971,jing4,4
緝,2972,cap1,1
襟,2973,kam1,1
鎳,2974,nip1,1
乍,2975,zaa3,3
噯,2976,oi2,2
娶,2977,ceoi2,2
洒,2978,saa2,2
聳,2979,sung2,2
飪,2980,jam5,5
唸,2981,nim6,6
囂,2982,hiu1,1
瀑,2983,buk6,6
痴,2984,ci1,1
筐,2985,hong1,1
裳,2986,soeng4,4
靖,2987,zing6,6
靶,2988,baa2,2
韶,2989,siu4,4
崔,2990,ceoi1,1
繭,2991,gaan2,2
蓿,2992,suk1,1
鎔,2993,jung4,4
剿,2994,ziu2,2
喃,2995,naam4,4
娥,2996,ngo4,4
岔,2997,caa1,1
搪,2998,tong4,4
撮,2999,cyut3,3
氘,3000,dou1,1
雍,3001,jung1,1
霖,3002,lam4,4
撰,3003,zaan6,6
粥,3004,zuk1,1
虫,3005,cung4,4
吱,3006,zi1,1
慷,3007,hong2,2
檐,3008,gim2,2
琦,3009,kei4,4
莉,3010,lei6,6
襪,3011,mat6,6
豹,3012,paau3,3
赦,3013,se3,3
邑,3014,jap1,1
闢,3015,pik1,1
駿,3016,zeon3,3
凳,3017,dang3,3
喧,3018,hyun1,1
媚,3019,mei6,6
挾,3020,hip6,6
晤,3021,ng6,6
睹,3022,dou2,2
籲,3023,joek6,6
舵,3024,to4,4
隘,3025,aai3,3
雁,3026,ngaan6,6
鰓,3027,soi1,1
俞,3028,jyu4,4
嚼,3029,zoek3,3
愣,3030,ling6,6
揪,3031,zau1,1
樺,3032,waa4,4
澧,3033,lai5,5
蠢,3034,ceon2,2
唆,3035,so1,1
噶,3036,gaa1,1
弛,3037,ci4,4
懈,3038,haai6,6
澗,3039,gaan3,3
絹,3040,gyun3,3
薪,3041,san1,1
寞,3042,mok6,6
憎,3043,zang1,1
戎,3044,jung4,4
氈,3045,zin1,1
沼,3046,ziu2,2
眨,3047,zaam2,2
磺,3048,wong4,4
鈕,3049,nau2,2
鑼,3050,lo4,4
傭,3051,jung4,4
奢,3052,ce1,1
矯,3053,giu2,2
腎,3054,san6,6
薛,3055,sit3,3
丞,3056,sing4,4
巍,3057,ngai4,4
橙,3058,caang2,2
澀,3059,gip3,3
疙,3060,gat6,6
碌,3061,luk1,1
脯,3062,pou2,2
蠅,3063,jing4,4
髓,3064,seoi5,5
鮑,3065,baau1,1
厄,3066,aak1,1
嘎,3067,gaa1,1
宛,3068,jyun2,2
淤,3069,jyu1,1
畸,3070,kei1,1
砝,3071,faat3,3
磅,3072,bong6,6
簇,3073,cuk1,1
羥,3074,coeng1,1
荔,3075,lai6,6
蕾,3076,leoi4,4
虐,3077,joek6,6
逾,3078,jyu4,4
姊,3079,zi2,2
斧,3080,fu2,2
烙,3081,lok3,3
狄,3082,dik6,6
蚜,3083,ngaa4,4
喳,3084,zaa1,1
垠,3085,ngan4,4
帘,3086,lim4,4
斌,3087,ban1,1
棺,3088,gun1,1
瑣,3089,so2,2
瞞,3090,mun4,4
筏,3091,fat6,6
騾,3092,lo4,4
鴕,3093,to4,4
囚,3094,cau4,4
惰,3095,do6,6
昧,3096,mui6,6
殳,3097,syu4,4
爍,3098,soek3,3
祇,3099,zi2,2
窒,3100,zat6,6
僻,3101,pik1,1
啼,3102,tai4,4
坤,3103,kwan1,1
婷,3104,ting4,4
怯,3105,hip3,3
晌,3106,hoeng2,2
楣,3107,mei4,4
鎊,3108,bong2,2
黔,3109,kim4,4
丫,3110,aa1,1
崧,3111,sung1,1
怔,3112,zing1,1
晾,3113,long6,6
棘,3114,gik1,1
泮,3115,pun3,3
溯,3116,sou3,3
瀉,3117,se3,3
睦,3118,muk6,6
窺,3119,kwai1,1
蜡,3120,laap6,6
陋,3121,lau6,6
吶,3122,naap6,6
噓,3123,heoi1,1
墩,3124,dan1,1
悢,3125,loeng6,6
蕕,3126,jau4,4
釁,3127,jan3,3
麓,3128,luk1,1
唔,3129,m4,4
嗜,3130,si3,3
墜,3131,zeoi6,6
孰,3132,suk6,6
屜,3133,tai3,3
慾,3134,juk6,6
旭,3135,juk1,1
梆,3136,bong1,1
瑟,3137,sat1,1
眯,3138,mei1,1
臧,3139,zong1,1
菇,3140,gu1,1
饁,3141,jip3,3
剔,3142,tik1,1
寢,3143,cam2,2
峨,3144,ngo4,4
炔,3145,gai3,3
熾,3146,ci3,3
琤,3147,saang1,1
瑾,3148,gan2,2
簾,3149,lim4,4
肋,3150,lak6,6
肘,3151,zaau2,2
臺,3152,toi4,4
蛹,3153,jung2,2
鞍,3154,on1,1
鹼,3155,gaan2,2
嗅,3156,cau3,3
婿,3157,sai3,3
孜,3158,zi1,1
楞,3159,ling4,4
涯,3160,ngaai4,4
癢,3161,joeng5,5
禎,3162,zing1,1
禪,3163,sim3,3
羨,3164,sin6,6
虱,3165,sat1,1
醞,3166,wan3,3
伎,3167,gei6,6
宵,3168,siu1,1
峭,3169,ciu3,3
朴,3170,pok3,3
楓,3171,fung1,1
熹,3172,hei1,1
蚊,3173,man1,1
蝶,3174,dip6,6
驢,3175,leoi4,4
丑,3176,cau2,2
噬,3177,sai6,6
夥,3178,fo2,2
庇,3179,bei3,3
杖,3180,zoeng6,6
牡,3181,maau5,5
稽,3182,kai1,1
蔚,3183,wai3,3
逞,3184,cing2,2
鞠,3185,guk1,1
餃,3186,gaau2,2
馴,3187,seon4,4
吭,3188,haang1,1
栩,3189,heoi2,2
犬,3190,hyun2,2
皿,3191,ming5,5
硼,3192,paang4,4
竺,3193,zuk1,1
羧,3194,so1,1
訝,3195,ngaa6,6
詠,3196,wing6,6
訶,3197,ho1,1
鞘,3198,ciu3,3
垢,3199,gau3,3
妖,3200,jiu1,1
攫,3201,fok3,3
歹,3202,daai2,2
碉,3203,diu1,1
磕,3204,hap6,6
豁,3205,kut3,3
鏵,3206,waa4,4
阮,3207,jyun2,2
飀,3208,lau4,4
傀,3209,faai3,3
凰,3210,wong4,4
咧,3211,le1,1
啤,3212,be1,1
廙,3213,ji6,6
楷,3214,gaai1,1
渤,3215,but6,6
熏,3216,fan1,1
聾,3217,lung4,4
閔,3218,man5,5
彝,3219,ji4,4
斂,3220,lim6,6
朔,3221,sok3,3
淌,3222,tong2,2
瞻,3223,zim1,1
禦,3224,jyu6,6
綴,3225,zeoi3,3
緞,3226,dyun6,6
軒,3227,hin1,1
併,3228,bing3,3
儡,3229,leoi5,5
墮,3230,do6,6
憓,3231,wai6,6
抨,3232,paang1,1
摯,3233,zi3,3
汀,3234,ting1,1
瀆,3235,duk6,6
稟,3236,ban2,2
筷,3237,faai3,3
蒴,3238,sok3,3
蟹,3239,haai5,5
詫,3240,caa3,3
赳,3241,dau2,2
陀,3242,to4,4
峒,3243,dung6,6
紉,3244,jan6,6
蕪,3245,mou4,4
謁,3246,jit3,3
券,3247,hyun3,3
哉,3248,zoi1,1
嗚,3249,wu1,1
扞,3250,hon6,6
漓,3251,lei4,4
碾,3252,nin5,5
禿,3253,tuk1,1
茸,3254,jung4,4
蔔,3255,baak6,6
跋,3256,bat6,6
迂,3257,jyu1,1
銼,3258,co3,3
駝,3259,to4,4
俠,3260,hap6,6
嘿,3261,hei1,1
崎,3262,kei1,1
恫,3263,dung6,6
摹,3264,mou4,4
檬,3265,mung1,1
檸,3266,ling4,4
誅,3267,zyu1,1
躅,3268,zuk6,6
醚,3269,mai4,4
餡,3270,haam5,5
魅,3271,mei6,6
魑,3272,ci1,1
伺,3273,zi6,6
唾,3274,to3,3
幢,3275,cong4,4
戔,3276,zin1,1
槳,3277,zoeng2,2
瑯,3278,long4,4
穫,3279,wok6,6
箋,3280,zin1,1
苓,3281,ling4,4
茯,3282,fuk6,6
謎,3283,mai4,4
鈦,3284,taai3,3
鋰,3285,lei5,5
柿,3286,ci2,2
楠,3287,naam4,4
毓,3288,juk1,1
涕,3289,tai3,3
渭,3290,wai6,6
炯,3291,gwing2,2
茵,3292,jan1,1
襖,3293,ou2,2
逛,3294,gwang6,6
霄,3295,siu1,1
劾,3296,hat6,6
娛,3297,jyu4,4
洽,3298,hap1,1
湝,3299,gaai1,1
眶,3300,hong1,1
箍,3301,ku1,1
胥,3302,seoi1,1
鈷,3303,gu1,1
鉑,3304,bok6,6
嚙,3305,jit6,6
妝,3306,zong1,1
慚,3307,caam4,4
拈,3308,nim1,1
棠,3309,tong4,4
氬,3310,aa3,3
硒,3311,sai1,1
蓀,3312,syun1,1
蘸,3313,zaam3,3
袱,3314,fuk6,6
鋇,3315,bui3,3
乖,3316,gwaai1,1
嘯,3317,siu3,3
奎,3318,fui1,1
娟,3319,gyun1,1
巰,3320,kau4,4
帖,3321,tip3,3
彤,3322,tung4,4
戳,3323,coek3,3
滍,3324,ci5,5
禺,3325,jyu4,4
籮,3326,lo4,4
紊,3327,leon6,6
羿,3328,ngai6,6
芋,3329,wu6,6
裘,3330,kau4,4
諱,3331,wai5,5
謗,3332,pong3,3
尹,3333,wan5,5
渺,3334,miu5,5
澈,3335,cit3,3
箏,3336,zaang1,1
篤,3337,duk1,1
簿,3338,bou6,6
鯽,3339,zik1,1
鯨,3340,king4,4
吆,3341,jiu1,1
哺,3342,bou1,1
啃,3343,hang2,2
埠,3344,fau6,6
栗,3345,leot6,6
汾,3346,fan4,4
猾,3347,waat6,6
碩,3348,sek6,6
託,3349,tok3,3
鮒,3350,fu6,6
岑,3351,sam4,4
峙,3352,ci5,5
庤,3353,zi6,6
廖,3354,liu6,6
徘,3355,pui4,4
榆,3356,jyu4,4
氡,3357,dung1,1
湍,3358,teon1,1
潺,3359,saan4,4
琢,3360,doek3,3
砧,3361,zam1,1
莎,3362,saa1,1
踱,3363,dok6,6
錮,3364,gu3,3
閻,3365,jim4,4
阜,3366,fau6,6
隧,3367,seoi6,6
魷,3368,jau4,4
嘶,3369,sai1,1
妮,3370,nei4,4
捂,3371,wu2,2
毆,3372,au2,2
汆,3373,cyun1,1
筘,3374,kau3,3
苔,3375,toi4,4
刪,3376,saan1,1
喓,3377,jiu1,1
圭,3378,gwai1,1
捄,3379,gau3,3
殆,3380,toi5,5
熨,3381,tong3,3
眺,3382,tiu3,3
睪,3383,gou1,1
侈,3384,ci2,2
侶,3385,leoi5,5
垛,3386,do2,2
恍,3387,fong2,2
湛,3388,zaam3,3
甄,3389,jan1,1
稜,3390,ling4,4
羲,3391,hei1,1
翊,3392,jik6,6
芹,3393,kan4,4
鉬,3394,muk6,6
匿,3395,nik1,1
恃,3396,ci5,5
戩,3397,zin2,2
殃,3398,joeng1,1
毋,3399,mou4,4
灤,3400,lyun4,4
狐,3401,wu4,4
竣,3402,zeon3,3
舜,3403,seon3,3
荀,3404,seon1,1
訣,3405,kyut3,3
諄,3406,deon1,1
餞,3407,zin3,3
鬱,3408,wat1,1
剁,3409,do2,2
叩,3410,kau3,3
婉,3411,jyun2,2
憩,3412,hei3,3
朦,3413,mung4,4
樟,3414,zoeng1,1
氚,3415,cyun1,1
淬,3416,ceoi3,3
窟,3417,fat1,1
詹,3418,zim1,1
亨,3419,hang1,1
咚,3420,dung1,1
嗽,3421,sau2,2
圜,3422,jyun4,4
壑,3423,kok3,3
崽,3424,zoi2,2
滄,3425,cong1,1
澡,3426,zou2,2
痢,3427,lei6,6
癱,3428,taan1,1
碟,3429,dip6,6
葵,3430,kwai4,4
覓,3431,mik6,6
逶,3432,wai1,1
靴,3433,hoe1,1
頹,3434,teoi4,4
飴,3435,ji4,4
駭,3436,haai5,5
嘰,3437,gei1,1
嚨,3438,lung4,4
廿,3439,jaa6,6
朧,3440,lung4,4
沁,3441,sam3,3
焯,3442,coek3,3
翩,3443,pin1,1
腮,3444,soi1,1
膿,3445,nung4,4
薇,3446,mei4,4
蝸,3447,waa1,1
褘,3448,fai1,1
觜,3449,zeoi2,2
誹,3450,fei2,2
邱,3451,jau1,1
馱,3452,to4,4
驛,3453,jik6,6
埂,3454,gang2,2
奄,3455,jim1,1
彙,3456,wui6,6
怡,3457,ji4,4
椰,3458,je4,4
浚,3459,zeon3,3
焙,3460,bui6,6
猩,3461,sing1,1
痒,3462,joeng5,5
礬,3463,faan4,4
絢,3464,hyun3,3
耑,3465,dyun1,1
膳,3466,sin6,6
褥,3467,juk6,6
褶,3468,dip6,6
諫,3469,gaan3,3
鍔,3470,ngok6,6
鏽,3471,sau3,3
颱,3472,toi4,4
匝,3473,zaap3,3
呃,3474,aak1,1
嵐,3475,laam4,4
廁,3476,ci3,3
彬,3477,ban1,1
恣,3478,zi1,1
戮,3479,luk6,6
撼,3480,ham6,6
椿,3481,ceon1,1
樊,3482,faan4,4
沂,3483,ji4,4
淳,3484,seon4,4
狽,3485,bui3,3
竅,3486,hiu3,3
綽,3487,coek3,3
褙,3488,bui3,3
蹦,3489,baang6,6
髯,3490,jim4,4
卉,3491,wai2,2
幀,3492,zing3,3
瑛,3493,jing1,1
綺,3494,ji2,2
菩,3495,pou4,4
萱,3496,hyun1,1
闓,3497,hoi2,2
呻,3498,san1,1
堰,3499,jin2,2
妓,3500,gei6,6
娣,3501,dai6,6
嬉,3502,hei1,1
徭,3503,jiu4,4
掂,3504,dim6,6
揩,3505,haai1,1
擒,3506,kam4,4
攘,3507,joeng4,4
檻,3508,haam5,5
莢,3509,gaap3,3
蚓,3510,jan5,5
蚯,3511,jau1,1
趾,3512,zi2,2
酐,3513,gon1,1
銻,3514,tai1,1
頲,3515,ting5,5
飢,3516,gei1,1
龔,3517,gung1,1
兢,3518,ging1,1
嘔,3519,au2,2
夭,3520,jiu1,1
摟,3521,lau1,1
斟,3522,zam1,1
曙,3523,cyu5,5
札,3524,zaat3,3
枷,3525,gaa1,1
殯,3526,ban3,3
祀,3527,zi6,6
穜,3528,tung4,4
粕,3529,pok3,3
苞,3530,baau1,1
菠,3531,bo1,1
蝴,3532,wu4,4
螞,3533,maa1,1
蠕,3534,jyu4,4
褪,3535,tan3,3
詒,3536,ji4,4
踽,3537,geoi2,2
鍊,3538,lin6,6
鎢,3539,wu1,1
閹,3540,jim1,1
饅,3541,maan4,4
髡,3542,kwan1,1
魴,3543,fong4,4
冉,3544,jim5,5
冥,3545,ming5,5
妾,3546,cip3,3
尬,3547,gaai3,3
尷,3548,gaam1,1
惺,3549,sing1,1
捎,3550,saau1,1
攙,3551,caam1,1
櫥,3552,cyu4,4
泗,3553,si3,3
疵,3554,ci1,1
祈,3555,kei4,4
葦,3556,wai5,5
謚,3557,si3,3
佣,3558,jung4,4
倔,3559,gwat6,6
孚,3560,fu1,1
幌,3561,fong2,2
恕,3562,syu3,3
撬,3563,giu6,6
榕,3564,jung4,4
洼,3565,waa1,1
浬,3566,lei5,5
