rank,jyutpi,ch
2189,syu6  ,豎 
2190,pui3  ,佩 
2191,sau3  ,繡 
2192,jiu4  ,遙 
2193,leon4 ,麟 
2194,waan5 ,挽 
2195,se2   ,捨 
2196,sai6  ,逝 
2197,sau4  ,愁 
2198,ciu1  ,昭 
2199,ciu3  ,肖 
2200,jiu4  ,窯 
2201,cau3  ,臭 
2202,fan1  ,芬 
2203,fung4 ,逢 
2204,zit6  ,捷 
2205,tai4  ,堤 
2206,zau6  ,宙 
2207,maang4,盲 
2208,zaap6 ,閘 
2209,pei1  ,披 
2210,fuk1  ,輻 
2211,zok6  ,鑿 
2212,hung1 ,凶 
2213,jau1  ,幽 
2214,tok3  ,拓 
2215,gong3 ,杠 
2216,long4 ,狼 
2217,bang1 ,崩 
2218,san6  ,慎 
2219,cau4  ,綢 
2220,fung1 ,蜂 
2221,wai4  ,惟 
2222,sai6  ,誓 
2223,biu1  ,錶 
2224,caan1 ,餐 
2225,caa1  ,叉 
2226,zi2   ,址 
2227,ci3   ,幟 
2228,mei4  ,彌 
2229,zi1   ,芝 
2230,buk6  ,僕 
2231,aai1  ,唉 
2232,tou4  ,濤 
2233,koi3  ,慨 
2234,ceoi3 ,翠 
2235,gei1  ,饑 
2236,gip3  ,劫 
2237,buk1  ,卜 
2238,hap6  ,盒 
2239,soeng4,倘 
2240,zik6  ,寂 
2241,ziu1  ,椒 
2242,bing2 ,炳 
2243,wai3  ,畏 
2244,gap3  ,閤 
2245,geng2 ,頸 
2246,ling4 ,凌 
2247,hau4  ,喉 
2248,han2  ,墾 
2249,gan1  ,巾 
2250,ping1 ,拚 
2251,sau3  ,獸 
2252,gon1  ,乾 
2253,song2 ,爽 
2254,bai3  ,蔽 
2255,lou4  ,蘆 
2256,zang1 ,掙 
2257,sit3  ,竊 
2258,taam4 ,譚 
2259,mau6  ,謬 
2260,hot3  ,褐 
2261,saan3 ,傘 
2262,jyu4  ,儒 
2263,ci3   ,翅 
2264,zin3  ,顫 
2265,fau2  ,剖 
2266,fong2 ,晃 
2267,pui1  ,胚 
2268,cau3  ,湊 
2269,zuk6  ,濁 
2270,min4  ,眠 
2271,git6  ,杰 
2272,soeng1,霜 
2273,ziu1  ,礁 
2274,mit6  ,蔑 
2275,haak3 ,喀 
2276,caau1 ,抄 
2277,noi6  ,奈 
2278,cong2 ,闖 
2279,bei1  ,碑 
2280,je4   ,耶 
2281,jung4 ,蓉 
2282,paau4 ,刨 
2283,wun6  ,喚 
2284,wu4   ,壺 
2285,saan1 ,柵 
2286,caai1 ,猜 
2287,cyun4 ,蹲 
2288,tou4  ,掏 
2289,so1   ,梳 
2290,pok3  ,樸 
2291,ou3   ,澳 
2292,ling4 ,玲 
2293,nau2  ,紐 
2294,min4  ,綿 
2295,gwan6 ,郡 
2296,geoi3 ,鋸 
2297,bong2 ,膀 
2298,ceoi4 ,錘 
2299,syu2  ,鼠 
2300,ji2   ,椅 
2301,jan1  ,殷 
2302,jyut6 ,穴 
2303,ze1   ,遮 
2304,caau2 ,吵 
2305,ping4 ,萍 
2306,jim3  ,厭 
2307,keoi1 ,俱 
2308,leoi5 ,呂 
2309,nong4 ,囊 
2310,bung2 ,捧 
2311,cing4 ,澄 
2312,aai1  ,哎 
2313,seon3 ,瞬 
2314,man5  ,閩 
2315,ci1   ,雌 
2316,jiu4  ,饒 
2317,saau3 ,哨 
2318,wu2   ,滸 
2319,jim3  ,俺 
2320,mau6  ,茂 
2321,jit6  ,蘗 
2322,fan1  ,勳 
2323,gon1  ,肝 
2324,ding1 ,盯 
2325,zi2   ,籽 
2326,ci2   ,恥 
2327,laam6 ,濫 
2328,guk1  ,菊 
2329,seoi3 ,帥 
2330,gaai3 ,戒 
2331,bin1  ,鞭 
2332,seon1 ,詢 
2333,mei5  ,鎂 
2334,zaak6 ,宅 
2335,din6  ,淀 
2336,haau1 ,烤 
2337,gaa2  ,賈 
2338,dit3  ,跌 
2339,dek6  ,笛 
2340,maan4 ,蠻 
2341,ngok6 ,鄂 
2342,gwan3 ,棍 
2343,zaang1,睜 
2344,jik6  ,鷊 
2345,wan4  ,云 
2346,kap1  ,岌 
2347,lik6  ,曆 
2348,ding2 ,鼎 
2349,si6   ,侍 
2350,joeng5,嚷 
2351,faan4 ,藩 
2352,fei2  ,匪 
2353,wing6 ,穎 
2354,zou1  ,糟 
2355,cin4  ,纏 
2356,bei1  ,卑 
2357,ham1  ,堪 
2358,taan4 ,壇 
2359,fan1  ,氛 
2360,jyut6 ,悅 
2361,din2  ,碘 
2362,bok3  ,縛 
2363,tou4  ,屠 
2364,paan1 ,攀 
2365,jat6  ,溢 
2366,pou2  ,甫 
2367,lap1  ,凹 
2368,gung2 ,拱 
2369,kwai4 ,攜 
2370,sik1  ,晰 
2371,nau2  ,朽 
2372,jam4  ,吟 
2373,dik6  ,迪 
2374,ling4 ,菱 
2375,him1  ,謙 
2376,zeon3 ,俊 
2377,sam2  ,嬸 
2378,paan3 ,盼 
2379,sau2  ,艘 
2380,mong4 ,芒 
2381,seon4 ,唇 
2382,co3   ,挫 
2383,juk6  ,浴 
2384,sau1  ,羞 
2385,can3  ,趁 
2386,ngok6 ,岳 
2387,jyu4  ,愚 
2388,tung3 ,疼 
2389,zung2 ,腫 
2390,wai1  ,萎 
2391,syu1  ,樞 
2392,gaau2 ,絞 
2393,wai3  ,餵 
2394,gaa3  ,嫁 
2395,mou6  ,慕 
2396,zi1   ,茲 
2397,cong1 ,艙 
2398,ping4 ,蘋 
2399,jyu6  ,豫 
2400,jyu6  ,諭 
2401,caam4 ,蠶 
2402,pun1  ,潘 
2403,jung1 ,翁 
2404,dit6  ,迭 
2405,king2 ,頃 
2406,zoeng6,匠 
2407,bong2 ,榜 
2408,him3  ,欠 
2409,zim1  ,沾 
2410,cau4  ,疇 
2411,wai6  ,胃 
2412,ci4   ,茬 
2413,zung1 ,蹤 
2414,hang1 ,哼 
2415,bai6  ,弊 
2416,tung4 ,桐 
2417,kei4  ,歧 
2418,juk1  ,沃 
2419,kui2  ,潰 
2420,paang4,鵬 
2421,dou6  ,悼 
2422,waak6 ,惑 
2423,ze3   ,蔗 
2424,saai3 ,晒 
2425,taam4 ,潭 
2426,baau1 ,孢 
2427,can2  ,診 
2428,jung4 ,庸 
2429,gwo1  ,渦 
2430,wui4  ,迴 
2431,jim4  ,嫌 
2432,cung1 ,聰 
2433,ngo4  ,哦 
2434,cyu4  ,廚 
2435,so1   ,梭 
2436,kei4  ,祁 
2437,si3   ,肆 
2438,zang6 ,贈 
2439,kim4  ,鉗 
2440,pong4 ,龐 
2441,ngaai4,崖 
2442,cau2  ,醜 
2443,laam4 ,籃 
2444,bing6 ,并 
2445,din6  ,甸 
2446,bun6  ,胖 
2447,zou2  ,藻 
2448,kwaa1 ,誇 
2449,dou2  ,搗 
2450,si1   ,撕 
2451,ziu3  ,詔 
2452,zing1 ,貞 
2453,ci4   ,慈 
2454,hong3 ,炕 
2455,ci3   ,賜 
2456,coek3 ,卓 
2457,seon3 ,汛 
2458,king4 ,瓊 
2459,caan2 ,鏟 
2460,naau4 ,撓 
2461,po1   ,棵 
2462,zou3  ,灶 
2463,gwai3 ,饋 
2464,jing1 ,嬰 
2465,zai3  ,祭 
2466,fu1   ,膚 
2467,dai3  ,蒂 
2468,saam1 ,衫 
2469,leon4 ,侖 
2470,git6  ,傑 
2471,min5  ,勉 
2472,lik1  ,瀝 
2473,wu6   ,滬 
2474,jat6  ,逸 
2475,song1 ,嗓 
2476,wan4  ,暈 
2477,pou4  ,浦 
2478,mat6  ,蜜 
2479,gou1  ,膏 
2480,ngaai6,艾 
2481,jeng4 ,贏 
2482,tou3  ,兔 
2483,jan6  ,孕 
2484,lin4  ,憐 
2485,baan6 ,扮 
2486,pou4  ,蒲 
2487,ngo4  ,鵝 
2488,lik6  ,嚦 
2489,no4   ,挪 
2490,suk6  ,淑 
2491,jiu4  ,謠 
2492,long4 ,廊 
2493,geoi6 ,懼 
2494,min5  ,緬 
2495,fu1   ,俘 
2496,jit3  ,咽 
2497,giu1  ,驕 
2498,zoi2  ,宰 
2499,dau2  ,陡 
2500,gu3   ,僱 
2501,zeon3 ,峻 
2502,nou5  ,惱 
2503,sin3  ,腺 
2504,daan3 ,誕 
2505,ji4   ,夷 
2506,jyu4  ,愉 
2507,lip6  ,獵 
2508,mo1   ,魔 
2509,jo1   ,喲 
2510,gong1 ,扛 
2511,got3  ,葛 
2512,jam3  ,蔭 
2513,ngon1 ,銨 
2514,zek3  ,脊 
2515,ji2   ,倚 
2516,bin2  ,扁 
2517,hang6 ,杏 
2518,to5   ,橢 
2519,cau3  ,溴 
2520,zai6  ,滯 
2521,ho1   ,苛 
2522,caau1 ,鈔 
2523,maang5,錳 
2524,soeng1,鑲 
2525,nip6  ,捏 
2526,zaam2 ,斬 
2527,maang4,氓 
2528,ngou6 ,傲 
2529,goeng1,僵 
2530,cung1 ,匆 
2531,sit3  ,屑 
2532,tong3 ,燙 
2533,jin2  ,衍 
2534,wat1  ,郁 
2535,lou5  ,鹵 
2536,lung5 ,攏 
2537,lo2   ,裸 
2538,ce4   ,邪 
2539,fong1 ,坊 
2540,hot3  ,渴 
2541,kau5  ,舅 
2542,sit3  ,泄 
2543,coeng4,翔 
2544,haa6  ,廈 
2545,gwai6 ,櫃 
2546,jam1  ,欽 
2547,gaau3 ,窖 
2548,maau1 ,貓 
2549,mui4  ,媒 
2550,pei4  ,脾 
2551,cou3  ,噪 
2552,zau3  ,晝 
2553,se4   ,蛇 
2554,paa4  ,耙 
2555,gang2 ,耿 
2556,taam4 ,曇 
2557,cing3 ,秤 
2558,loeng4,粱 
2559,gou1  ,糕 
2560,zung1 ,衷 
2561,faan5 ,販 
2562,san4  ,辰 
2563,waa1  ,哇 
2564,zuk1  ,囑 
2565,waan6 ,宦 
2566,jing4 ,扔 
2567,caam3 ,杉 
2568,zaa3  ,詐 
2569,heoi1 ,吁 
2570,gong1 ,岡 
2571,gwok3 ,廓 
2572,fui3  ,悔 
2573,zou6  ,皂 
2574,cing1 ,氰 
2575,ngaau4,肴 
2576,saat3 ,剎 
2577,soek3 ,勺 
2578,jyu6  ,寓 
2579,maa5  ,瑪 
2580,ci2   ,矢 
2581,kwaa1 ,垮 
2582,tou4  ,淘 
2583,faan6 ,瓣 
2584,seon2 ,筍 
2585,hon2  ,罕 
2586,zung1 ,鍾 
2587,laa1  ,喇 
2588,paak3 ,帕 
2589,gung1 ,恭 
2590,seot1 ,摔 
2591,on1   ,桉 
2592,bing2 ,秉 
2593,ming4 ,銘 
2594,sou1  ,鬚 
2595,zaai1 ,齋 
2596,gim6  ,儉 
2597,baa1  ,叭 
2598,faan4 ,帆 
2599,lau4  ,瘤 
2600,zaap3 ,砸 
2601,gun3  ,祼 
2602,pung4 ,篷 
2603,zi1   ,肢 
2604,tang4 ,藤 
2605,gwaai2,拐 
2606,but6  ,脖 
2607,syu2  ,暑 
2608,dang6 ,瞪 
2609,cim1  ,殲 
2610,gon1  ,竿 
2611,saang1,笙 
2612,wan5  ,蘊 
2613,tung4 ,酮 
2614,waa1  ,嘩 
2615,hat6  ,瞎 
2616,jan6  ,刃 
2617,ham3  ,嵌 
2618,sit3  ,楔 
2619,zaat3 ,紮 
2620,zik6  ,藉 
2621,cyun2 ,喘 
2622,soeng1,廂 
2623,gwo1  ,撾 
2624,mui4  ,枚 
2625,jyut6 ,粵 
2626,haam4 ,咸 
2627,saan1 ,拴 
2628,zaau2 ,爪 
2629,lat1  ,甩 
2630,sat1  ,膝 
2631,han2  ,懇 
2632,wun2  ,腕 
2633,mei5  ,娓 
2634,leoi5 ,屢 
2635,sik1  ,熄 
2636,maau4 ,錨 
2637,dong1 ,噹 
2638,gei6  ,忌 
2639,kwai3 ,愧 
2640,jyun2 ,丸 
2641,pou2  ,圃 
2642,zaa3  ,榨 
2643,ging1 ,荊 
2644,sou1  ,騷 
2645,tyun4 ,屯 
2646,taam2 ,毯 
2647,syun3 ,蒜 
2648,zuk1  ,蠋 
2649,fu2   ,俯 
2650,fat1  ,弗 
2651,saau1 ,梢 
2652,ngaa4 ,衙 
2653,luk6  ,鹿 
2654,paa4  ,扒 
2655,saa2  ,灑 
2656,giu2  ,轎 
2657,aa2   ,啞 
2658,leoi5 ,壘 
2659,loeng6,諒 
2660,zin6  ,賤 
2661,tek3  ,踢 
2662,zung1 ,棕 
2663,wing6 ,泳 
2664,bat6  ,泌 
2665,ak1   ,渥 
2666,tou1  ,滔 
2667,haam4 ,銜 
2668,hoeng2,餉 
2669,man5  ,吻 
2670,gok3  ,擱 
2671,lei4  ,梨 
2672,jing1 ,櫻 
2673,ngou4 ,熬 
2674,din6  ,奠 
2675,ji4   ,姨 
2676,bing1 ,乒 
2677,tik1  ,惕 
2678,ping3 ,聘 
2679,wan6  ,鄆 
2680,kei3  ,冀 
2681,bong2 ,綁 
2682,gaa1  ,咖 
2683,wai3  ,尉 
2684,gwo2  ,裹 
2685,sou1  ,酥 
2686,gwaa2 ,寡 
2687,jin6  ,彥 
2688,fe1   ,啡 
2689,cau4  ,稠 
2690,ping3 ,拼 
2691,sin6  ,擅 
2692,jyu5  ,汝 
2693,taai3 ,汰 
2694,pong5 ,蚌 
2695,deon6 ,鈍 
2696,sau3  ,銹 
2697,kwan2 ,捆 
2698,cong2 ,敞 
2699,seon3 ,遜 
2700,zoek3 ,雀 
2701,dung6 ,棟 
2702,gan2  ,謹 
2703,lei5  ,鯉 
2704,kat1  ,咳 
2705,bok3  ,搏 
2706,wu4   ,葫 
2707,kui2  ,賄 
2708,leon4 ,鱗 
2709,zim3  ,占 
2710,taap3 ,塌 
2711,dou1  ,忉 
2712,fong1 ,謊 
2713,zaa1  ,咋 
2714,bou3  ,怖 
2715,mou6  ,戊 
2716,gat1  ,桔 
2717,nei6  ,膩 
2718,gwai1 ,龜 
2719,hei1  ,嘻 
2720,fan4  ,墳 
2721,wo4   ,禾 
2722,ham1  ,坎 
2723,mou5  ,拇 
2724,caam1 ,摻 
2725,sin3  ,煽 
2726,si1   ,獅 
2727,kau3  ,寇 
2728,gang2 ,梗 
2729,jing1 ,鷹 
2730,hung3 ,哄 
2731,gaak3 ,胳 
2732,mong5 ,莽 
2733,man4  ,雯 
2734,so4   ,傻 
2735,jyu6  ,喻 
2736,ping4 ,坪 
2737,jyun1 ,淵 
2738,hong1 ,糠 
2739,nip6  ,涅 
2740,gwai6 ,跪 
2741,ciu1  ,釗 
2742,mou5  ,侮 
2743,jik6  ,奕 
2744,zam2  ,枕 
2745,tong4 ,膛 
2746,jeoi5 ,蕊 
2747,pei3  ,譬 
2748,deoi3 ,兌 
2749,liu4  ,寥 
2750,aak1  ,扼 
2751,bin1  ,辮 
2752,seng1 ,腥 
2753,gok3  ,郝 
2754,syu3  ,戍 
2755,saai3 ,曬 
2756,ngau5 ,耦 
2757,tai4  ,蹄 
2758,gwan1 ,鈞 
2759,hung1 ,匈 
2760,pei3  ,屁 
2761,dang2 ,戥 
2762,zong1 ,樁 
2763,geoi3 ,瞿 
2764,zung6 ,誦 
2765,gyun6 ,倦 
2766,jyu4  ,嶼 
2767,syu1  ,抒 
2768,haam4 ,涵 
2769,pou4  ,袍 
2770,diu3  ,釣 
2771,zi6   ,嗣 
2772,fan5  ,忿 
2773,fu1   ,敷 
2774,sat6  ,湜 
2775,liu4  ,聊 
2776,hung4 ,虹 
2777,dou6  ,蹈 
2778,haam4 ,鹹 
2779,ng2   ,嗯 
2780,gei1  ,姬 
2781,cai1  ,淒 
2782,caan3 ,燦 
2783,gaau2 ,狡 
2784,cou3  ,糙 
2785,dang1 ,蹬 
2786,zang1 ,僧 
2787,hei1  ,嗨 
2788,cai1  ,栖 
2789,ban6  ,笨 
2790,gu1   ,辜 
2791,wong2 ,枉 
2792,hon6  ,翰 
2793,ci4   ,茨 
2794,fung3 ,諷 
2795,gu1   ,呱 
2796,kei4  ,岐 
2797,zaam2 ,嶄 
2798,zou2  ,棗 
2799,gu1   ,咕 
2800,laam2 ,攬 
2801,hung1 ,洶 
2802,lou6  ,澇 
2803,fan4  ,焚 
2804,hau4  ,猴 
2805,saa2  ,耍 
2806,tong3 ,趟 
2807,bong6 ,傍 
2808,pek3  ,劈 
2809,zoek3 ,爵 
2810,zoeng1,璋 
2811,lou5  ,虜 
2812,dou6  ,鍍 
2813,sik1  ,昔 
2814,cau2  ,瞅 
2815,caai2 ,踩 
2816,hat1  ,迄 
2817,joek6 ,鑰 
2818,hung3 ,汞 
2819,kei4  ,祺 
2820,gwai2 ,詭 
2821,paak3 ,魄 
2822,zaau1 ,嘲 
2823,wong4 ,惶 
2824,zong1 ,贓 
2825,fu3   ,咐 
2826,hip3  ,歉 
2827,ngaam4,癌 
2828,lou4  ,廬 
2829,paan1 ,扳 
2830,nip6  ,聶 
2831,him3  ,芡 
2832,keoi1 ,軀 
2833,pei2  ,鄙 
2834,ling2 ,擰 
2835,wong4 ,煌 
2836,soeng1,襄 
2837,bin2  ,貶 
2838,ceoi4 ,隋 
2839,jau6  ,佑 
2840,cung2 ,寵 
2841,laan5 ,懶 
2842,saan1 ,栓 
2843,din1  ,滇 
2844,ceoi1 ,炊 
2845,gin2  ,謇 
2846,ham6  ,憾 
2847,kwan4 ,裙 
2848,gam3  ,贛 
2849,lok3  ,駱 
2850,dau1  ,兜 
2851,fu1   ,孵 
2852,buk6  ,曝 
2853,jap1  ,泣 
2854,coeng1,猖 
2855,gu3   ,痼 
2856,fun2  ,盥 
2857,seoi5 ,絮 
2858,wan5  ,韻 
2859,juk1  ,噢 
2860,kwong3,曠 
2861,ping4 ,洴 
2862,zaan2 ,盞 
2863,gyun3 ,眷 
2864,ke4   ,茄 
2865,mou6  ,暮 
2866,lau4  ,榴 
2867,ngaau4,淆 
2868,zin1  ,濺 
2869,zin1  ,煎 
2870,kei4  ,琪 
2871,ngou4 ,鰲 
2872,hat1  ,乞 
2873,haau1 ,吼 
2874,zek1  ,唧 
2875,daat6 ,噠 
2876,caau4 ,巢 
2877,waai4 ,槐 
2878,pui3  ,沛 
2879,zit3  ,蜇 
2880,suk6  ,蜀 
2881,zaan6 ,賺 
2882,bai6  ,陛 
2883,mik6  ,冪 
2884,zau3  ,咒 
2885,jiu4  ,堯 
2886,hon5  ,捍 
2887,sing1 ,昇 
2888,gaau2 ,鉸 
2889,ding1 ,叮 
2890,wun6  ,煥 
2891,saat3 ,煞 
2892,daam1 ,耽 
2893,gwaa3 ,褂 
2894,mou6  ,募 
2895,gaan2 ,揀 
2896,caai1 ,搓 
2897,jim1  ,淹 
2898,fu2   ,釜 
2899,gok3  ,鉻 
2900,bok6  ,雹 
2901,coek3 ,灼 
2902,gwai1 ,瑰 
2903,zau1  ,鄒 
2904,lin4  ,鰱 
2905,giu1  ,嬌 
2906,zoeng1,彰 
2907,jin1  ,焉 
2908,zin3  ,荐 
2909,gung1 ,躬 
2910,si4   ,匙 
2911,gaak3 ,咯 
2912,syu3  ,庶 
2913,je5   ,惹 
2914,leon4 ,淪 
2915,lam4  ,琳 
2916,bun6  ,畔 
2917,gaap3 ,蛤 
2918,hok6  ,鶴 
2919,bai6  ,斃 
2920,zi3   ,漬 
2921,wun5  ,皖 
2922,jyu5  ,禹 
2923,jing4 ,邢 
2924,zeot1 ,卒 
2925,am1   ,庵 
2926,jam4  ,淫 
2927,cyun3 ,竄 
2928,bang1 ,繃 
2929,kiu4  ,翹 
2930,daan1 ,簞 
2931,mak6  ,陌 
2932,hung1 ,兇 
2933,mou4  ,巫 
2934,gwai6 ,柜 
2935,mui4  ,玫 
2936,bok3  ,膊 
2937,taat3 ,韃 
2938,fat1  ,拂 
2939,laan4 ,瀾 
2940,seoi1 ,綏 
2941,ziu1  ,蕉 
2942,suk6  ,贖 
2943,gu3   ,雇 
2944,coeng1,囪 
2945,jan4  ,寅 
2946,zi6   ,稚 
2947,lau5  ,縷 
2948,dou2  ,賭 
2949,cou3  ,躁 
2950,co4   ,鋤 
2951,haap3 ,頰 
2952,gang1 ,庚 
2953,hoi6  ,氦 
2954,saan1 ,珊 
2955,gau2  ,苟 
2956,zin3  ,薦 
2957,zat6  ,蛭 
2958,teoi3 ,蛻 
2959,zoek3 ,酌 
2960,fui1  ,魁 
2961,pit3  ,撇 
2962,zam6  ,朕 
2963,dou6  ,燾 
2964,maan4 ,蔓 
2965,wun1  ,豌 
2966,dau6  ,逗 
2967,gwai1 ,閨 
2968,din6  ,佃 
2969,zat6  ,侄 
2970,wai4  ,桅 
2971,jing4 ,熒 
2972,cap1  ,緝 
2973,kam1  ,襟 
2974,nip1  ,鎳 
2975,zaa3  ,乍 
2976,oi2   ,噯 
2977,ceoi2 ,娶 
2978,saa2  ,洒 
2979,sung2 ,聳 
2980,jam5  ,飪 
2981,nim6  ,唸 
2982,hiu1  ,囂 
2983,buk6  ,瀑 
2984,ci1   ,痴 
2985,hong1 ,筐 
2986,soeng4,裳 
2987,zing6 ,靖 
2988,baa2  ,靶 
2989,siu4  ,韶 
2990,ceoi1 ,崔 
2991,gaan2 ,繭 
2992,suk1  ,蓿 
2993,jung4 ,鎔 
2994,ziu2  ,剿 
2995,naam4 ,喃 
2996,ngo4  ,娥 
2997,caa1  ,岔 
2998,tong4 ,搪 
2999,cyut3 ,撮 
3000,dou1  ,氘 
3001,jung1 ,雍 
3002,lam4  ,霖 
3003,zaan6 ,撰 
3004,zuk1  ,粥 
3005,cung4 ,虫 
3006,zi1   ,吱 
3007,hong2 ,慷 
3008,gim2  ,檐 
3009,kei4  ,琦 
3010,lei6  ,莉 
3011,mat6  ,襪 
3012,paau3 ,豹 
3013,se3   ,赦 
3014,jap1  ,邑 
3015,pik1  ,闢 
3016,zeon3 ,駿 
3017,dang3 ,凳 
3018,hyun1 ,喧 
3019,mei6  ,媚 
3020,hip6  ,挾 
3021,ng6   ,晤 
3022,dou2  ,睹 
3023,joek6 ,籲 
3024,to4   ,舵 
3025,aai3  ,隘 
3026,ngaan6,雁 
3027,soi1  ,鰓 
3028,jyu4  ,俞 
3029,zoek3 ,嚼 
3030,ling6 ,愣 
3031,zau1  ,揪 
3032,waa4  ,樺 
3033,lai5  ,澧 
3034,ceon2 ,蠢 
3035,so1   ,唆 
3036,gaa1  ,噶 
3037,ci4   ,弛 
3038,haai6 ,懈 
3039,gaan3 ,澗 
3040,gyun3 ,絹 
3041,san1  ,薪 
3042,mok6  ,寞 
3043,zang1 ,憎 
3044,jung4 ,戎 
3045,zin1  ,氈 
3046,ziu2  ,沼 
3047,zaam2 ,眨 
3048,wong4 ,磺 
3049,nau2  ,鈕 
3050,lo4   ,鑼 
3051,jung4 ,傭 
3052,ce1   ,奢 
3053,giu2  ,矯 
3054,san6  ,腎 
3055,sit3  ,薛 
3056,sing4 ,丞 
3057,ngai4 ,巍 
3058,caang2,橙 
3059,gip3  ,澀 
3060,gat6  ,疙 
3061,luk1  ,碌 
3062,pou2  ,脯 
3063,jing4 ,蠅 
3064,seoi5 ,髓 
3065,baau1 ,鮑 
3066,aak1  ,厄 
3067,gaa1  ,嘎 
3068,jyun2 ,宛 
3069,jyu1  ,淤 
3070,kei1  ,畸 
3071,faat3 ,砝 
3072,bong6 ,磅 
3073,cuk1  ,簇 
3074,coeng1,羥 
3075,lai6  ,荔 
3076,leoi4 ,蕾 
3077,joek6 ,虐 
3078,jyu4  ,逾 
3079,zi2   ,姊 
3080,fu2   ,斧 
3081,lok3  ,烙 
3082,dik6  ,狄 
3083,ngaa4 ,蚜 
3084,zaa1  ,喳 
3085,ngan4 ,垠 
3086,lim4  ,帘 
3087,ban1  ,斌 
3088,gun1  ,棺 
3089,so2   ,瑣 
3090,mun4  ,瞞 
3091,fat6  ,筏 
3092,lo4   ,騾 
3093,to4   ,鴕 
3094,cau4  ,囚 
3095,do6   ,惰 
3096,mui6  ,昧 
3097,syu4  ,殳 
3098,soek3 ,爍 
3099,zi2   ,祇 
3100,zat6  ,窒 
3101,pik1  ,僻 
3102,tai4  ,啼 
3103,kwan1 ,坤 
3104,ting4 ,婷 
3105,hip3  ,怯 
3106,hoeng2,晌 
3107,mei4  ,楣 
3108,bong2 ,鎊 
3109,kim4  ,黔 
3110,aa1   ,丫 
3111,sung1 ,崧 
3112,zing1 ,怔 
3113,long6 ,晾 
3114,gik1  ,棘 
3115,pun3  ,泮 
3116,sou3  ,溯 
3117,se3   ,瀉 
3118,muk6  ,睦 
3119,kwai1 ,窺 
3120,laap6 ,蜡 
3121,lau6  ,陋 
3122,naap6 ,吶 
3123,heoi1 ,噓 
3124,dan1  ,墩 
3125,loeng6,悢 
3126,jau4  ,蕕 
3127,jan3  ,釁 
3128,luk1  ,麓 
3129,m4    ,唔 
3130,si3   ,嗜 
3131,zeoi6 ,墜 
3132,suk6  ,孰 
3133,tai3  ,屜 
3134,juk6  ,慾 
3135,juk1  ,旭 
3136,bong1 ,梆 
3137,sat1  ,瑟 
3138,mei1  ,眯 
3139,zong1 ,臧 
3140,gu1   ,菇 
3141,jip3  ,饁 
3142,tik1  ,剔 
3143,cam2  ,寢 
3144,ngo4  ,峨 
3145,gai3  ,炔 
3146,ci3   ,熾 
3147,saang1,琤 
3148,gan2  ,瑾 
3149,lim4  ,簾 
3150,lak6  ,肋 
3151,zaau2 ,肘 
3152,toi4  ,臺 
3153,jung2 ,蛹 
3154,on1   ,鞍 
3155,gaan2 ,鹼 
3156,cau3  ,嗅 
3157,sai3  ,婿 
3158,zi1   ,孜 
3159,ling4 ,楞 
3160,ngaai4,涯 
3161,joeng5,癢 
3162,zing1 ,禎 
3163,sim3  ,禪 
3164,sin6  ,羨 
3165,sat1  ,虱 
3166,wan3  ,醞 
3167,gei6  ,伎 
3168,siu1  ,宵 
3169,ciu3  ,峭 
3170,pok3  ,朴 
3171,fung1 ,楓 
3172,hei1  ,熹 
3173,man1  ,蚊 
3174,dip6  ,蝶 
3175,leoi4 ,驢 
3176,cau2  ,丑 
3177,sai6  ,噬 
3178,fo2   ,夥 
3179,bei3  ,庇 
3180,zoeng6,杖 
3181,maau5 ,牡 
3182,kai1  ,稽 
3183,wai3  ,蔚 
3184,cing2 ,逞 
3185,guk1  ,鞠 
3186,gaau2 ,餃 
3187,seon4 ,馴 
3188,haang1,吭 
3189,heoi2 ,栩 
3190,hyun2 ,犬 
3191,ming5 ,皿 
3192,paang4,硼 
3193,zuk1  ,竺 
3194,so1   ,羧 
3195,ngaa6 ,訝 
3196,wing6 ,詠 
3197,ho1   ,訶 
3198,ciu3  ,鞘 
3199,gau3  ,垢 
3200,jiu1  ,妖 
3201,fok3  ,攫 
3202,daai2 ,歹 
3203,diu1  ,碉 
3204,hap6  ,磕 
3205,kut3  ,豁 
3206,waa4  ,鏵 
3207,jyun2 ,阮 
3208,lau4  ,飀 
3209,faai3 ,傀 
3210,wong4 ,凰 
3211,le1   ,咧 
3212,be1   ,啤 
3213,ji6   ,廙 
3214,gaai1 ,楷 
3215,but6  ,渤 
3216,fan1  ,熏 
3217,lung4 ,聾 
3218,man5  ,閔 
3219,ji4   ,彝 
3220,lim6  ,斂 
3221,sok3  ,朔 
3222,tong2 ,淌 
3223,zim1  ,瞻 
3224,jyu6  ,禦 
3225,zeoi3 ,綴 
3226,dyun6 ,緞 
3227,hin1  ,軒 
3228,bing3 ,併 
3229,leoi5 ,儡 
3230,do6   ,墮 
3231,wai6  ,憓 
3232,paang1,抨 
3233,zi3   ,摯 
3234,ting1 ,汀 
3235,duk6  ,瀆 
3236,ban2  ,稟 
3237,faai3 ,筷 
3238,sok3  ,蒴 
3239,haai5 ,蟹 
3240,caa3  ,詫 
3241,dau2  ,赳 
3242,to4   ,陀 
3243,dung6 ,峒 
3244,jan6  ,紉 
3245,mou4  ,蕪 
3246,jit3  ,謁 
3247,hyun3 ,券 
